data_item,version_id,description,interpretation,data_structure,length_old,min_length,max_length,conf_length,table_id,function_area,date,modification,section,anchor,owl_gen
445,8,Assignment Of Benefits,Merkmal Rechnung an Kostenträger,CWE,,,,,135,,3/6/11,O,6.5.6.20,ch06.html#Heading226,FALSE
445,9,Assignment Of Benefits,Merkmal Rechnung an Kostenträger,CWE,0,0,0,,135,,3/17/14,O,6.5.6.20,ch06.html#Heading231,FALSE
445,61,Assignment Of Benefits,Merkmal Rechnung an Kostenträger,IS,2,,2,,135,,5/8/07,O,6.5.6.20,ch06.html#Heading187,FALSE
445,81,Assignment Of Benefits,Merkmal Rechnung an Kostenträger,CWE,0,0,0,,135,,3/10/13,O,6.5.6.20,ch06.html#Heading226,FALSE
445,91,Assignment Of Benefits,Merkmal Rechnung an Kostenträger,CWE,0,,,,135,,11/2/14,O,6.5.6.20,ch06.html#Heading231,FALSE
445,92,Assignment Of Benefits,Merkmal Rechnung an Kostenträger,CWE,0,,,,135,,7/13/15,O,6.5.6.20,ch06.html#Heading231,FALSE
446,1,OCCURRENCE SPAN START DATE(33),nicht verwendet,DT,8,,8,,0,BLN,11/25/95,O,,,FALSE
446,2,Coordination of benefits,Abstimmung mit anderen Versicherungsverhältnissen,ID,2,,2,,173,,11/25/95,O,6.4.5.21,hl7chp6.html#Heading109,FALSE
446,3,Coordination of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,IS,2,,2,,173,,,O,6.4.6.21,ch6.htm#Heading162,FALSE
446,4,Coordination Of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,IS,2,,2,,173,,4/14/99,O,6.4.6.21,ch6.html#Heading170,FALSE
446,5,Coordination Of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,IS,2,,2,,173,,10/28/00,O,6.5.6.21,ch06.htm#Heading175,FALSE
446,6,Coordination Of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,IS,2,,2,,173,,8/22/03,O,6.5.6.21,ch06.html#Heading188,FALSE
446,7,Coordination Of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,IS,2,,2,,173,,10/26/07,O,6.5.6.21,ch06.html#Heading217,FALSE
446,8,Coordination Of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,CWE,,,,,173,,3/6/11,O,6.5.6.21,ch06.html#Heading227,FALSE
446,9,Coordination Of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,CWE,0,0,0,,173,,3/17/14,O,6.5.6.21,ch06.html#Heading232,FALSE
446,61,Coordination Of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,IS,2,,2,,173,,5/8/07,O,6.5.6.21,ch06.html#Heading188,FALSE
446,81,Coordination Of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,CWE,0,0,0,,173,,3/10/13,O,6.5.6.21,ch06.html#Heading227,FALSE
446,91,Coordination Of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,CWE,0,,,,173,,11/2/14,O,6.5.6.21,ch06.html#Heading232,FALSE
446,92,Coordination Of Benefits,Abstimmung mit anderen Versicherungsverhältnissen,CWE,0,,,,173,,7/13/15,O,6.5.6.21,ch06.html#Heading232,FALSE
447,1,OCCUR. SPAN END DATE (33),nicht verwendet,DT,8,,8,,0,BLN,11/25/95,O,,,FALSE
447,2,Coordination of benefits - priority,Priorität dieses Versicherungsverhältnisses,ST,2,,2,,0,,11/25/95,O,6.4.5.22,hl7chp6.html#Heading110,FALSE
447,3,Coord of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,2,,2,,0,,,O,6.4.6.22,ch6.htm#Heading163,FALSE
447,4,Coord Of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,2,,2,,0,,4/14/99,O,6.4.6.22,ch6.html#Heading171,FALSE
447,5,Coord Of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,2,,2,,0,,10/28/00,O,6.5.6.22,ch06.htm#Heading176,FALSE
447,6,Coord Of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,2,,2,,0,,8/22/03,O,6.5.6.22,ch06.html#Heading189,FALSE
447,7,Coord Of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,2,,2,,0,,10/26/07,O,6.5.6.22,ch06.html#Heading218,FALSE
447,8,Coord Of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,,,,2=,0,,3/6/11,O,6.5.6.22,ch06.html#Heading228,FALSE
447,9,Coord Of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,0,0,0,2=,0,,3/17/14,O,6.5.6.22,ch06.html#Heading233,FALSE
447,61,Coord Of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,2,,2,,0,,5/8/07,O,6.5.6.22,ch06.html#Heading189,FALSE
447,81,Coord Of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,0,0,0,,0,,3/10/13,O,6.5.6.22,ch06.html#Heading228,FALSE
447,91,Coord Of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,0,,,,0,,11/2/14,O,6.5.6.22,ch06.html#Heading233,FALSE
447,92,Coord Of Ben. Priority,Priorität dieses Versicherungsverhältnisses,ST,0,,,2=,0,,7/13/15,O,6.5.6.22,ch06.html#Heading233,FALSE
448,1,UB-82 LOCATOR 2,nicht verwendet,ST,30,,30,,0,BLN,11/25/95,O,,,FALSE
448,2,Notice of admission code,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,2,,2,,136,,11/25/95,O,6.4.5.23,hl7chp6.html#Heading111,FALSE
448,3,Notice of Admission Code,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,2,,2,,136,,,O,6.4.6.23,ch6.htm#Heading164,FALSE
448,4,Notice Of Admission Flag,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,1,,1,,136,,4/14/99,O,6.4.6.23,ch6.html#Heading172,FALSE
448,5,Notice Of Admission Flag,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,1,,1,,136,,10/28/00,O,6.5.6.23,ch06.htm#Heading177,FALSE
448,6,Notice Of Admission Flag,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,1,,1,,136,,8/22/03,O,6.5.6.23,ch06.html#Heading190,FALSE
448,7,Notice Of Admission Flag,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,1,,1,,136,,10/26/07,O,6.5.6.23,ch06.html#Heading219,FALSE
448,8,Notice Of Admission Flag,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,1..1,1,1,,136,,3/6/11,O,6.5.6.23,ch06.html#Heading229,FALSE
448,9,Notice Of Admission Flag,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,1..1,1,1,,136,,3/17/14,O,6.5.6.23,ch06.html#Heading234,FALSE
448,61,Notice Of Admission Flag,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,1,,1,,136,,5/8/07,O,6.5.6.23,ch06.html#Heading190,FALSE
448,81,Notice Of Admission Flag,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,1..1,1,1,,136,,3/10/13,O,6.5.6.23,ch06.html#Heading229,FALSE
448,91,Notice Of Admission Flag,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,1..1,,,,136,,11/2/14,O,6.5.6.23,ch06.html#Heading234,FALSE
448,92,Notice Of Admission Flag,Merkmal Aufnahmeanzeige an Kostenträger verschickt,ID,1..1,1,1,,136,,7/13/15,O,6.5.6.23,ch06.html#Heading234,FALSE
449,1,UB-82 LOCATOR 9,nicht verwendet,ST,7,,7,,0,BLN,11/25/95,O,,,FALSE
449,2,Notice of admission date,"Datum, wann Aufnahmeanzeige verschickt",DT,8,,8,,0,,11/25/95,O,6.4.5.24,hl7chp6.html#Heading112,FALSE
449,3,Notice of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,8,,8,,0,,,O,6.4.6.24,ch6.htm#Heading165,FALSE
449,4,Notice Of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,8,,8,,0,,4/14/99,O,6.4.6.24,ch6.html#Heading173,FALSE
449,5,Notice Of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,8,,8,,0,,10/28/00,O,6.5.6.24,ch06.htm#Heading178,FALSE
449,6,Notice Of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,8,,8,,0,,8/22/03,O,6.5.6.24,ch06.html#Heading191,FALSE
449,7,Notice Of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,8,,8,,0,,10/26/07,O,6.5.6.24,ch06.html#Heading220,FALSE
449,8,Notice Of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,,,,,0,,3/6/11,O,6.5.6.24,ch06.html#Heading230,FALSE
449,9,Notice Of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,0,0,0,,0,,3/17/14,O,6.5.6.24,ch06.html#Heading235,FALSE
449,61,Notice Of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,8,,8,,0,,5/8/07,O,6.5.6.24,ch06.html#Heading191,FALSE
449,81,Notice Of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,0,0,0,,0,,3/10/13,O,6.5.6.24,ch06.html#Heading230,FALSE
449,91,Notice Of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,0,,,,0,,11/2/14,O,6.5.6.24,ch06.html#Heading235,FALSE
449,92,Notice Of Admission Date,"Datum, wann Aufnahmeanzeige verschickt",DT,0,,,,0,,7/13/15,O,6.5.6.24,ch06.html#Heading235,FALSE
450,1,UB-82 LOCATOR 27,nicht verwendet,ST,8,,8,,0,BLN,11/25/95,O,,,FALSE
450,2,Report of eligibility code,Merkmal Kostenübernahme (GSG),ID,4,,4,,0,,11/25/95,O,6.4.5.25,hl7chp6.html#Heading113,FALSE
450,3,Rpt of Eigibility Code,Merkmal Kostenübernahme (GSG),ID,2,,2,,136,,,O,6.4.6.25,ch6.htm#Heading166,FALSE
450,4,Report Of Eligibility Flag,Merkmal Kostenübernahme (GSG),ID,1,,1,,136,,4/14/99,O,6.4.6.25,ch6.html#Heading174,FALSE
450,5,Report Of Eligibility Flag,Merkmal Kostenübernahme (GSG),ID,1,,1,,136,,10/28/00,O,6.5.6.25,ch06.htm#Heading179,FALSE
450,6,Report Of Eligibility Flag,Merkmal Kostenübernahme (GSG),ID,1,,1,,136,,8/22/03,O,6.5.6.25,ch06.html#Heading192,FALSE
450,7,Report Of Eligibility Flag,Merkmal Kostenübernahme (GSG),ID,1,,1,,136,,10/26/07,O,6.5.6.25,ch06.html#Heading221,FALSE
450,8,Report Of Eligibility Flag,Merkmal Kostenübernahme (GSG),ID,1..1,1,1,,136,,3/6/11,O,6.5.6.25,ch06.html#Heading231,FALSE
450,9,Report Of Eligibility Flag,Merkmal Kostenübernahme (GSG),ID,1..1,1,1,,136,,3/17/14,O,6.5.6.25,ch06.html#Heading236,FALSE
450,61,Report Of Eligibility Flag,Merkmal Kostenübernahme (GSG),ID,1,,1,,136,,5/8/07,O,6.5.6.25,ch06.html#Heading192,FALSE
450,81,Report Of Eligibility Flag,Merkmal Kostenübernahme (GSG),ID,1..1,1,1,,136,,3/10/13,O,6.5.6.25,ch06.html#Heading231,FALSE
450,91,Report Of Eligibility Flag,Merkmal Kostenübernahme (GSG),ID,1..1,,,,136,,11/2/14,O,6.5.6.25,ch06.html#Heading236,FALSE
450,92,Report Of Eligibility Flag,Merkmal Kostenübernahme (GSG),ID,1..1,1,1,,136,,7/13/15,O,6.5.6.25,ch06.html#Heading236,FALSE
451,1,UB-82 LOCATOR 45,nicht verwendet,ST,17,,17,,0,BLN,11/25/95,O,,,FALSE
451,2,Report of eligibility date,Datum der Kostenübernahmeerklärung,DT,8,,8,,0,,11/25/95,O,6.4.5.26,hl7chp6.html#Heading114,FALSE
451,3,Rpt of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,8,,8,,0,,,O,6.4.6.26,ch6.htm#Heading167,FALSE
451,4,Report Of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,8,,8,,0,,4/14/99,O,6.4.6.26,ch6.html#Heading175,FALSE
451,5,Report Of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,8,,8,,0,,10/28/00,O,6.5.6.26,ch06.htm#Heading180,FALSE
451,6,Report Of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,8,,8,,0,,8/22/03,O,6.5.6.26,ch06.html#Heading193,FALSE
451,7,Report Of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,8,,8,,0,,10/26/07,O,6.5.6.26,ch06.html#Heading222,FALSE
451,8,Report Of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,,,,,0,,3/6/11,O,6.5.6.26,ch06.html#Heading232,FALSE
451,9,Report Of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,0,0,0,,0,,3/17/14,O,6.5.6.26,ch06.html#Heading237,FALSE
451,61,Report Of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,8,,8,,0,,5/8/07,O,6.5.6.26,ch06.html#Heading193,FALSE
451,81,Report Of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,0,0,0,,0,,3/10/13,O,6.5.6.26,ch06.html#Heading232,FALSE
451,91,Report Of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,0,,,,0,,11/2/14,O,6.5.6.26,ch06.html#Heading237,FALSE
451,92,Report Of Eligibility Date,Datum der Kostenübernahmeerklärung,DT,0,,,,0,,7/13/15,O,6.5.6.26,ch06.html#Heading237,FALSE
452,2,Release information code,Freigabe von Patienteninformation,ID,2,,2,,93,,11/25/95,O,6.4.5.27,hl7chp6.html#Heading115,FALSE
452,3,Release Information Code,Freigabe von Patienteninformation,IS,2,,2,,93,,,O,6.4.6.27,ch6.htm#Heading168,FALSE
452,4,Release Information Code,Freigabe von Patienteninformation,IS,2,,2,,93,,4/14/99,O,6.4.6.27,ch6.html#Heading176,FALSE
452,5,Release Information Code,Freigabe von Patienteninformation,IS,2,,2,,93,,10/28/00,O,6.5.6.27,ch06.htm#Heading181,FALSE
452,6,Release Information Code,Freigabe von Patienteninformation,IS,2,,2,,93,,8/22/03,O,6.5.6.27,ch06.html#Heading194,FALSE
452,7,Release Information Code,Freigabe von Patienteninformation,IS,2,,2,,93,,10/26/07,O,6.5.6.27,ch06.html#Heading223,FALSE
452,8,Release Information Code,Freigabe von Patienteninformation,CWE,,,,,93,,3/6/11,O,6.5.6.27,ch06.html#Heading233,FALSE
452,9,Release Information Code,Freigabe von Patienteninformation,CWE,0,0,0,,93,,3/17/14,O,6.5.6.27,ch06.html#Heading238,FALSE
452,61,Release Information Code,Freigabe von Patienteninformation,IS,2,,2,,93,,5/8/07,O,6.5.6.27,ch06.html#Heading194,FALSE
452,81,Release Information Code,Freigabe von Patienteninformation,CWE,0,0,0,,93,,3/10/13,O,6.5.6.27,ch06.html#Heading233,FALSE
452,91,Release Information Code,Freigabe von Patienteninformation,CWE,0,,,,93,,11/2/14,O,6.5.6.27,ch06.html#Heading238,FALSE
452,92,Release Information Code,Freigabe von Patienteninformation,CWE,0,,,,93,,7/13/15,O,6.5.6.27,ch06.html#Heading238,FALSE
453,1,DRIVER'S LIC NUM - PATIENT,entfällt,CM,25,,25,,0,ADT,11/25/95,O,,,FALSE
453,2,Pre-admit certification (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,15,,15,,0,,11/25/95,O,6.4.5.28,hl7chp6.html#Heading116,FALSE
453,3,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,15,,15,,0,,,O,6.4.6.28,ch6.htm#Heading169,FALSE
453,4,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,15,,15,,0,,4/14/99,O,6.4.6.28,ch6.html#Heading177,FALSE
453,5,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,15,,15,,0,,10/28/00,O,6.5.6.28,ch06.htm#Heading182,FALSE
453,6,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,15,,15,,0,,8/22/03,O,6.5.6.28,ch06.html#Heading195,FALSE
453,7,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,15,,15,,0,,10/26/07,O,6.5.6.28,ch06.html#Heading224,FALSE
453,8,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,,,,15=,0,,3/6/11,O,6.5.6.28,ch06.html#Heading234,FALSE
453,9,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,0,0,0,15=,0,,3/17/14,O,6.5.6.28,ch06.html#Heading239,FALSE
453,61,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,15,,15,,0,,5/8/07,O,6.5.6.28,ch06.html#Heading195,FALSE
453,81,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,0,0,0,,0,,3/10/13,O,6.5.6.28,ch06.html#Heading234,FALSE
453,91,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,0,,,,0,,11/2/14,O,6.5.6.28,ch06.html#Heading239,FALSE
453,92,Pre-Admit Cert (PAC),Aktenzeichen Zustimmung des Kostenträgers zur Aufnahme,ST,0,,,15=,0,,7/13/15,O,6.5.6.28,ch06.html#Heading239,FALSE
454,2,Verification date / time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,TS,26,,26,,0,,11/25/95,O,6.4.5.29,hl7chp6.html#Heading117,FALSE
454,3,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,TS,26,,26,,0,O,,O,6.4.6.29,ch6.htm#Heading170,FALSE
454,4,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,TS,26,,26,,0,,4/14/99,O,6.4.6.29,ch6.html#Heading178,FALSE
454,5,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,TS,26,,26,,0,,10/28/00,O,6.5.6.29,ch06.htm#Heading183,FALSE
454,6,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,TS,26,,26,,0,,8/22/03,O,6.5.6.29,ch06.html#Heading196,FALSE
454,7,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,DTM,24,,24,,0,,10/26/07,O,6.5.6.29,ch06.html#Heading225,FALSE
454,8,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,DTM,,,,,0,,3/6/11,O,6.5.6.29,ch06.html#Heading235,FALSE
454,9,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,DTM,0,0,0,,0,,3/17/14,O,6.5.6.29,ch06.html#Heading240,FALSE
454,61,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,TS,26,,26,,0,,5/8/07,O,6.5.6.29,ch06.html#Heading196,FALSE
454,81,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,DTM,0,0,0,,0,,3/10/13,O,6.5.6.29,ch06.html#Heading235,FALSE
454,91,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,DTM,0,,,,0,,11/2/14,O,6.5.6.29,ch06.html#Heading240,FALSE
454,92,Verification Date/Time,Zeitpunkt des letzten Einlesens der Krankenversichertenkarte,DTM,0,,,,0,,7/13/15,O,6.5.6.29,ch06.html#Heading240,FALSE
455,2,Verification by,eingelesen durch,CN_PERSON,60,,60,,0,,11/25/95,O,6.4.5.30,hl7chp6.html#Heading118,FALSE
455,3,Verification By,eingelesen durch,XPN,60,,60,,0,,,O,6.4.6.30,ch6.htm#Heading171,FALSE
455,4,Verification By,eingelesen durch,XCN,60,,60,,0,,4/14/99,O,6.4.6.30,ch6.html#Heading179,FALSE
455,5,Verification By,eingelesen durch,XCN,250,,250,,0,,10/28/00,O,6.5.6.30,ch06.htm#Heading184,FALSE
455,6,Verification By,eingelesen durch,XCN,250,,250,,0,,8/22/03,O,6.5.6.30,ch06.html#Heading197,FALSE
455,7,Verification By,eingelesen durch,XCN,250,,250,,0,,10/26/07,O,6.5.6.30,ch06.html#Heading226,FALSE
455,8,Verification By,eingelesen durch,XCN,,,,,0,,3/6/11,O,6.5.6.30,ch06.html#Heading236,FALSE
455,9,Verification By,eingelesen durch,XCN,0,0,0,,0,,3/17/14,O,6.5.6.30,ch06.html#Heading241,FALSE
455,61,Verification By,eingelesen durch,XCN,250,,250,,0,,5/8/07,O,6.5.6.30,ch06.html#Heading197,FALSE
455,81,Verification By,eingelesen durch,XCN,0,0,0,,0,,3/10/13,O,6.5.6.30,ch06.html#Heading236,FALSE
455,91,Verification By,eingelesen durch,XCN,0,,,,0,,11/2/14,O,6.5.6.30,ch06.html#Heading241,FALSE
455,92,Verification By,eingelesen durch,XCN,0,,,,0,,7/13/15,O,6.5.6.30,ch06.html#Heading241,FALSE
456,2,Type of agreement code,nicht verwendet,ID,2,,2,,98,,11/25/95,O,6.4.5.31,hl7chp6.html#Heading119,FALSE
456,3,Type of Agreement Code,nicht verwendet,IS,2,,2,,98,,,O,6.4.6.31,ch6.htm#Heading172,FALSE
456,4,Type Of Agreement Code,nicht verwendet,IS,2,,2,,98,,4/14/99,O,6.4.6.31,ch6.html#Heading180,FALSE
456,5,Type Of Agreement Code,nicht verwendet,IS,2,,2,,98,,10/28/00,O,6.5.6.31,ch06.htm#Heading185,FALSE
456,6,Type Of Agreement Code,nicht verwendet,IS,2,,2,,98,,8/22/03,O,6.5.6.31,ch06.html#Heading198,FALSE
456,7,Type Of Agreement Code,nicht verwendet,IS,2,,2,,98,,12/7/09,O,6.5.6.31,ch06.html#Heading227,FALSE
456,8,Type Of Agreement Code,nicht verwendet,CWE,,,,,98,,3/6/11,O,6.5.6.31,ch06.html#Heading237,FALSE
456,9,Type Of Agreement Code,,CWE,0,0,0,,98,,3/17/14,O,6.5.6.31,ch06.html#Heading242,FALSE
456,61,Type Of Agreement Code,nicht verwendet,IS,2,,2,,98,,12/7/09,O,6.5.6.31,ch06.html#Heading198,FALSE
456,81,Type Of Agreement Code,,CWE,0,0,0,,98,,3/10/13,O,6.5.6.31,ch06.html#Heading237,FALSE
456,91,Type Of Agreement Code,,CWE,0,,,,98,,11/2/14,O,6.5.6.31,ch06.html#Heading242,FALSE
456,92,Type Of Agreement Code,,CWE,0,,,,98,,7/13/15,O,6.5.6.31,ch06.html#Heading242,FALSE
457,1,SSN NUMBER - PATIENT,Sozialvesicherungsnummer,ST,16,,16,,0,ADT,11/25/95,O,,,FALSE
457,2,Billing status,Status der Rechnungsstellung,ID,2,,2,,22,,11/25/95,O,6.4.5.32,hl7chp6.html#Heading120,FALSE
457,3,Billing Status,Status der Rechnungsstellung,IS,2,,2,,22,,,O,6.4.6.32,ch6.htm#Heading173,FALSE
457,4,Billing Status,Status der Rechnungsstellung,IS,2,,2,,22,,4/14/99,O,6.4.6.32,ch6.html#Heading181,FALSE
457,5,Billing Status,Status der Rechnungsstellung,IS,2,,2,,22,,10/28/00,O,6.5.6.32,ch06.htm#Heading186,FALSE
457,6,Billing Status,Status der Rechnungsstellung,IS,2,,2,,22,,8/22/03,O,6.5.6.32,ch06.html#Heading199,FALSE
457,7,Billing Status,Status der Rechnungsstellung,IS,2,,2,,22,,10/26/07,O,6.5.6.32,ch06.html#Heading228,FALSE
457,8,Billing Status,Status der Rechnungsstellung,CWE,,,,,22,,3/6/11,O,6.5.6.32,ch06.html#Heading238,FALSE
457,9,Billing Status,Status der Rechnungsstellung,CWE,0,0,0,,22,,3/17/14,O,6.5.6.32,ch06.html#Heading243,FALSE
457,61,Billing Status,Status der Rechnungsstellung,IS,2,,2,,22,,5/8/07,O,6.5.6.32,ch06.html#Heading199,FALSE
457,81,Billing Status,Status der Rechnungsstellung,CWE,0,0,0,,22,,3/10/13,O,6.5.6.32,ch06.html#Heading238,FALSE
457,91,Billing Status,Status der Rechnungsstellung,CWE,0,,,,22,,11/2/14,O,6.5.6.32,ch06.html#Heading243,FALSE
457,92,Billing Status,Status der Rechnungsstellung,CWE,0,,,,22,,7/13/15,O,6.5.6.32,ch06.html#Heading243,FALSE
458,1,SET ID - PATIENT VISIT,PV1-Segmentnummer,SI,4,,4,,0,ADT,11/25/95,O,3-18,,FALSE
458,2,Lifetime reserve days,nicht verwendet,NM,4,,4,,0,,11/25/95,U,6.4.5.33,hl7chp6.html#Heading121,FALSE
458,3,Lifetime Reserve Days,nicht verwendet,NM,4,,4,,0,,,O,6.4.6.33,ch6.htm#Heading174,FALSE
458,4,Lifetime Reserve Days,nicht verwendet,NM,4,,4,,0,,4/14/99,O,6.4.6.33,ch6.html#Heading182,FALSE
458,5,Lifetime Reserve Days,nicht verwendet,NM,4,,4,,0,,10/28/00,O,6.5.6.33,ch06.htm#Heading187,FALSE
458,6,Lifetime Reserve Days,nicht verwendet,NM,4,,4,,0,,8/22/03,O,6.5.6.33,ch06.html#Heading200,FALSE
458,7,Lifetime Reserve Days,nicht verwendet,NM,4,,4,,0,,12/7/09,O,6.5.6.33,ch06.html#Heading229,FALSE
458,8,Lifetime Reserve Days,nicht verwendet,NM,,,,4=,0,,3/6/11,O,6.5.6.33,ch06.html#Heading239,FALSE
458,9,Lifetime Reserve Days,,NM,0,0,0,4=,0,,3/17/14,O,6.5.6.33,ch06.html#Heading244,FALSE
458,61,Lifetime Reserve Days,nicht verwendet,NM,4,,4,,0,,12/7/09,O,6.5.6.33,ch06.html#Heading200,FALSE
458,81,Lifetime Reserve Days,,NM,0,0,0,,0,,3/10/13,O,6.5.6.33,ch06.html#Heading239,FALSE
458,91,Lifetime Reserve Days,,NM,0,,,,0,,11/2/14,O,6.5.6.33,ch06.html#Heading244,FALSE
458,92,Lifetime Reserve Days,,NM,0,,,4=,0,,7/13/15,O,6.5.6.33,ch06.html#Heading244,FALSE
459,1,SET ID - UB82,Bluttransfusions-Seement in Deutschland nicht benötigt,SI,4,,4,,0,BLN,11/25/95,O,6-17,,FALSE
459,2,Delay before lifetime reserve days,nicht verwendet,NM,4,,4,,0,,11/25/95,U,6.4.5.34,hl7chp6.html#Heading122,FALSE
459,3,Delay before lifetime reserve days,nicht verwendet,NM,4,,4,,0,,,O,6.4.6.34,ch6.htm#Heading175,FALSE
459,4,Delay Before L.R. Day,nicht verwendet,NM,4,,4,,0,,4/14/99,O,6.4.6.34,ch6.html#Heading183,FALSE
459,5,Delay Before L.R. Day,nicht verwendet,NM,4,,4,,0,,10/28/00,O,6.5.6.34,ch06.htm#Heading188,FALSE
459,6,Delay Before L.R. Day,nicht verwendet,NM,4,,4,,0,,8/22/03,O,6.5.6.34,ch06.html#Heading201,FALSE
459,7,Delay Before L.R. Day,nicht verwendet,NM,4,,4,,0,,12/7/09,O,6.5.6.34,ch06.html#Heading230,FALSE
459,8,Delay Before L.R. Day,nicht verwendet,NM,,,,4=,0,,3/6/11,O,6.5.6.34,ch06.html#Heading240,FALSE
459,9,Delay Before L.R. Day,,NM,0,0,0,4=,0,,3/17/14,O,6.5.6.34,ch06.html#Heading245,FALSE
459,61,Delay Before L.R. Day,nicht verwendet,NM,4,,4,,0,,12/7/09,O,6.5.6.34,ch06.html#Heading201,FALSE
459,81,Delay Before L.R. Day,,NM,0,0,0,,0,,3/10/13,O,6.5.6.34,ch06.html#Heading240,FALSE
459,91,Delay Before L.R. Day,,NM,0,,,,0,,11/2/14,O,6.5.6.34,ch06.html#Heading245,FALSE
459,92,Delay Before L.R. Day,,NM,0,,,4=,0,,7/13/15,O,6.5.6.34,ch06.html#Heading245,FALSE
