table_id,version_id,display_name,description_as_pub,table_type,interpretation,generate,oid_table,section,anchor,owl_gen,contains_other,contains_unknown,deleted_values,new_values,case_insensitive,steward,v3_harmonization,v3_equivalent,where_used,status,v2codetable,v2codetablecomment,cs_oid,cs_version,vs_oid,audit_track,modification_date,width_col1,width_col2,width_col3,width_col4,binding,version_description,comment,version_introduced,vs_expansion
163,4,Administrative site,Administrative site,2,-,FALSE,2.16.840.1.113883.12.163,"4,7",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,new version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,,,,,universal,"Initial release in HL7 Version 2.2
Version Change History: 2.3, 2.3.1
Current Version as of 2.8.2 = 3",,2,1
163,5,Body site,Body site,2,Applikationsort,FALSE,2.16.840.1.113883.12.163,4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,,,,,universal,"Initial release in HL7 Version 2.2
Version Change History: 2.3, 2.3.1
Current Version as of 2.8.2 = 3",,2,1
163,6,Body site,Body site,2,Applikationsort,FALSE,2.16.840.1.113883.12.163,7.18.1,ch07.html#Heading389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,,,,,universal,"Initial release in HL7 Version 2.2
Version Change History: 2.3, 2.3.1
Current Version as of 2.8.2 = 3",,2,1
163,7,Body site,Body site,2,Applikationsort,FALSE,2.16.840.1.113883.12.163,7.18.1,ch07.html#Heading397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,,,,,universal,"Initial release in HL7 Version 2.2
Version Change History: 2.3, 2.3.1
Current Version as of 2.8.2 = 3",,2,1
163,8,Body Site,Body Site,2,Applikationsort,FALSE,2.16.840.1.113883.12.163,2.C.2.48,ch02c.html#Heading64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,"OBX-20, CH7",Deprecated,prev version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,,,,,universal,"Initial release in HL7 Version 2.2
Version Change History: 2.3, 2.3.1
Current Version as of 2.8.2 = 3",,2,1
163,9,Body Site,Body Site,2,Applikationsort,FALSE,2.16.840.1.113883.12.163,2.C.2.108,ch02c.html#Heading124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,"OBX-20, CH7",Deprecated,prev version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,,,,,universal,"Initial release in HL7 Version 2.2
Version Change History: 2.3, 2.3.1
Current Version as of 2.8.2 = 3",,2,1
163,10,Body Site,Body Site,2,Applikationsort,FALSE,2.16.840.1.113883.12.163,2.C.2.108,ch02c.html#Heading124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,"OBX-20, CH7",,prev version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,0,0,0,,universal,,,2,1
163,61,Body site,Body site,2,Applikationsort,FALSE,2.16.840.1.113883.12.163,7.18.1,ch07.html#Heading394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,,,,,universal,"Initial release in HL7 Version 2.2
Version Change History: 2.3, 2.3.1
Current Version as of 2.8.2 = 3",,2,1
163,81,Body Site,Body Site,2,Applikationsort,FALSE,2.16.840.1.113883.12.163,2.C.2.48,ch02c.html#Heading62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,"OBX-20, CH7",Deprecated,prev version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,,,,,universal,"Initial release in HL7 Version 2.2
Version Change History: 2.3, 2.3.1
Current Version as of 2.8.2 = 3",,2,1
163,91,Body Site,Body Site,2,Applikationsort,FALSE,2.16.840.1.113883.12.163,2.C.2.108,ch02c.html#Heading124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,"OBX-20, CH7",Deprecated,prev version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,,,,,universal,"Initial release in HL7 Version 2.2
Version Change History: 2.3, 2.3.1
Current Version as of 2.8.2 = 3",,2,1
163,92,Body Site,Body Site,2,Applikationsort,FALSE,2.16.840.1.113883.12.163,2.C.2.108,ch02c.html#Heading124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,OBX-20,,prev version,,2.16.840.1.113883.18.81,3,2.16.840.1.113883.21.93,1,,0,0,0,,universal,,,2,1
164,2,ADMINISTRATION DEVICE,ADMINISTRATION DEVICE,2,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,new cs,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,3,Adminstration Device,Adminstration Device,2,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,RXR-3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,4,Administration device,Administration device,2,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,5,Administration device,Administration device,2,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,6,Administration Device,Administration Device,2,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,4.14.2.3,ch04.html#Heading275,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,7,Administration Device,Administration Device,1,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,4.14.2.3,ch04.html#Heading285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,8,Administration Device,Administration Device,1,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,2.C.2.49,ch02c.html#Heading65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXR-3,Active,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,9,Administration Device,Administration Device,1,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,2.C.2.109,ch02c.html#Heading125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXR-3,Active,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,10,Administration Device,Administration Device,1,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,2.C.2.109,ch02c.html#Heading125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,RXR-3,,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,0,0,0,,representative,,,2,1
164,61,Administration Device,Administration Device,1,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,4.14.2.3,ch04.html#Heading277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,81,Administration Device,Administration Device,1,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,2.C.2.49,ch02c.html#Heading63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXR-3,Active,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,91,Administration Device,Administration Device,1,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,2.C.2.109,ch02c.html#Heading125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXR-3,Active,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,,,,,representative,,,2,1
164,92,Administration Device,Administration Device,1,Gerät/Instrument zur Applikation,FALSE,2.16.840.1.113883.12.164,2.C.2.109,ch02c.html#Heading125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,RXR-3,,prev version,,2.16.840.1.113883.18.82,1,2.16.840.1.113883.21.94,1,,0,0,0,,representative,,,2,1
165,2,ADMINISTRATION METHOD,ADMINISTRATION METHOD,2,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,new cs,,2.16.840.1.113883.18.83,1,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,3,Administration Method,Administration Method,2,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,RXR-4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.83,1,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,4,Administration method,Administration method,2,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.83,1,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,5,Administration method,Administration method,2,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.83,1,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,6,Administration Method,Administration Method,2,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,4.14.2.4,ch04.html#Heading276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.83,1,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,7,Administration Method,Administration Method,1,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,4.14.2.4,ch04.html#Heading286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,new version,,2.16.840.1.113883.18.83,2,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,8,Administration Method,Administration Method,1,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,2.C.2.50,ch02c.html#Heading66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXR-4,Active,prev version,,2.16.840.1.113883.18.83,2,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,9,Administration Method,Administration Method,1,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,2.C.2.110,ch02c.html#Heading126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXR-4,Active,prev version,,2.16.840.1.113883.18.83,2,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,10,Administration Method,Administration Method,1,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,2.C.2.110,ch02c.html#Heading126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,RXR-4,,prev version,,2.16.840.1.113883.18.83,2,2.16.840.1.113883.21.95,1,,0,0,0,,representative,,,2,1
165,61,Administration Method,Administration Method,1,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,4.14.2.4,ch04.html#Heading278,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.83,2,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,81,Administration Method,Administration Method,1,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,2.C.2.50,ch02c.html#Heading64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXR-4,Active,prev version,,2.16.840.1.113883.18.83,2,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,91,Administration Method,Administration Method,1,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,2.C.2.110,ch02c.html#Heading126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXR-4,Active,prev version,,2.16.840.1.113883.18.83,2,2.16.840.1.113883.21.95,1,,,,,,representative,,,2,1
165,92,Administration Method,Administration Method,1,Applikationsmethode,FALSE,2.16.840.1.113883.12.165,2.C.2.110,ch02c.html#Heading126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,RXR-4,,prev version,,2.16.840.1.113883.18.83,2,2.16.840.1.113883.21.95,1,,0,0,0,,representative,,,2,1
166,2,RX COMPONENT TYPE,RX COMPONENT TYPE,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,new cs,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,3,RX Component Type,RX Component Type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,RXC-1,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,4,RX component type,RX component type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,5,RX component type,RX component type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,6,RX Component Type,RX Component Type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,4.14.3.1,ch04.html#Heading281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,7,RX Component Type,RX Component Type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,4.14.3.1,ch04.html#Heading291,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,8,RX Component Type,RX Component Type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,2.C.2.51,ch02c.html#Heading67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXC-1,Active,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,9,RX Component Type,RX Component Type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,2.C.2.111,ch02c.html#Heading127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXC-1,Active,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,10,RX Component Type,RX Component Type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,2.C.2.111,ch02c.html#Heading127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,RXC-1,,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,0,0,0,,universal,,,2,1
166,61,RX Component Type,RX Component Type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,4.14.3.1,ch04.html#Heading283,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,81,RX Component Type,RX Component Type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,2.C.2.51,ch02c.html#Heading65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXC-1,Active,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,91,RX Component Type,RX Component Type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,2.C.2.111,ch02c.html#Heading127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,RXC-1,Active,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,,,,,universal,,,2,1
166,92,RX Component Type,RX Component Type,2,Komponententyp,FALSE,2.16.840.1.113883.12.166,2.C.2.111,ch02c.html#Heading127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,RXC-1,,prev version,,2.16.840.1.113883.18.84,1,2.16.840.1.113883.21.96,1,,0,0,0,,universal,,,2,1
167,2,SUBSTITUTION STATUS,SUBSTITUTION STATUS,2,Substitution,FALSE,2.16.840.1.113883.12.167,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,new cs,,2.16.840.1.113883.18.85,1,2.16.840.1.113883.21.97,1,,,,,,universal,,,2,1
167,3,Substitution Status,Substitution Status,2,Substitution,FALSE,2.16.840.1.113883.12.167,"RXE-9, RXD",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.85,1,2.16.840.1.113883.21.97,1,,,,,,universal,,,2,1
167,4,Substitution status,Substitution status,2,Substitution,FALSE,2.16.840.1.113883.12.167,4,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,new version,,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,1,,,,,,universal,,,2,1
167,5,Substitution status,Substitution status,2,Substitution,FALSE,2.16.840.1.113883.12.167,4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,2 value sets,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,4,,,,,,universal,,,2,1
167,6,Substitution Status,Substitution Status,2,Substitution,FALSE,2.16.840.1.113883.12.167,4.14.4.9,ch04.html#Heading300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,1,,,,,,universal,,,2,1
167,7,Substitution Status,Substitution Status,2,Substitution,FALSE,2.16.840.1.113883.12.167,4.14.4.9,ch04.html#Heading310,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,1,,,,,,universal,,,2,1
167,8,Substitution Status,Substitution Status,2,Substitution,FALSE,2.16.840.1.113883.12.167,2.C.2.52,ch02c.html#Heading68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,"RXE-9, RXD-11, RXG-10",Active,prev version,,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,1,,,,,,universal,,,2,1
167,9,Substitution Status,Substitution Status,2,Substitution,FALSE,2.16.840.1.113883.12.167,2.C.2.112,ch02c.html#Heading128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,"RXE-9, RXD-11, RXG-10",Active,prev version,,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,1,,,,,,universal,,,2,1
167,10,Substitution Status,Substitution Status,2,Substitution,FALSE,2.16.840.1.113883.12.167,2.C.2.112,ch02c.html#Heading128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,"RXE-9, RXD-11, RXG-10",,prev version,,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,1,,0,0,0,,universal,,,2,1
167,61,Substitution Status,Substitution Status,2,Substitution,FALSE,2.16.840.1.113883.12.167,4.14.4.9,ch04.html#Heading302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,1,,,,,,universal,,,2,1
167,81,Substitution Status,Substitution Status,2,Substitution,FALSE,2.16.840.1.113883.12.167,2.C.2.52,ch02c.html#Heading66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,"RXE-9, RXD-11, RXG-10",Active,prev version,,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,1,,,,,,universal,,,2,1
167,91,Substitution Status,Substitution Status,2,Substitution,FALSE,2.16.840.1.113883.12.167,2.C.2.112,ch02c.html#Heading128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,TBD,TBD,"RXE-9, RXD-11, RXG-10",Active,prev version,,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,1,,,,,,universal,,,2,1
167,92,Substitution Status,Substitution Status,2,Substitution,FALSE,2.16.840.1.113883.12.167,2.C.2.112,ch02c.html#Heading128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OO,,,"RXD-11, RXE-9, RXG-10",,prev version,,2.16.840.1.113883.18.85,2,2.16.840.1.113883.21.97,1,,0,0,0,,universal,,,2,1
168,2,PROCESSING PRIORITY,PROCESSING PRIORITY,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,new cs,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,3,Processing Priority,Processing Priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,OM1-25,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,4,Processing priority,Processing priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,5,Processing priority,Processing priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,6,Processing priority,Processing priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,8.8.8.25,ch08.html#Heading97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,7,Processing priority,Processing priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,8.8.8.25,ch08.html#Heading98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,8,Processing Priority,Processing Priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,2.C.2.53,ch02c.html#Heading69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,InM,TBD,TBD,OM1.25,Active,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,9,Processing Priority,Processing Priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,2.C.2.113,ch02c.html#Heading129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,InM,TBD,TBD,OM1.25,Active,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,10,Processing Priority,Processing Priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,2.C.2.113,ch02c.html#Heading129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,InM,,,OM1.25,,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,0,0,0,,universal,,,2,1
168,61,Processing priority,Processing priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,8.8.8.25,ch08.html#Heading97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,81,Processing Priority,Processing Priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,2.C.2.53,ch02c.html#Heading67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,InM,TBD,TBD,OM1.25,Active,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,91,Processing Priority,Processing Priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,2.C.2.113,ch02c.html#Heading129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,InM,TBD,TBD,OM1.25,Active,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,,,,,universal,,,2,1
168,92,Processing Priority,Processing Priority,2,Prozesspriorität,FALSE,2.16.840.1.113883.12.168,2.C.2.113,ch02c.html#Heading129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,InM,,,OM1-25,,prev version,,2.16.840.1.113883.18.86,1,2.16.840.1.113883.21.98,1,,0,0,0,,universal,,,2,1
169,2,REPORTIN PRIORITY,REPORTIN PRIORITY,2,Berichtspriorität,FALSE,2.16.840.1.113883.12.169,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,new cs,,2.16.840.1.113883.18.87,1,2.16.840.1.113883.21.99,1,,,,,,universal,,,2,1
169,3,Reporting Priority,Reporting Priority,2,Berichtspriorität,FALSE,2.16.840.1.113883.12.169,OM1-26,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.87,1,2.16.840.1.113883.21.99,1,,,,,,universal,,,2,1
169,4,Reporting priority,Reporting priority,2,Berichtspriorität,FALSE,2.16.840.1.113883.12.169,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.87,1,2.16.840.1.113883.21.99,1,,,,,,universal,,,2,1
169,5,Reporting priority,Reporting priority,2,Berichtspriorität,FALSE,2.16.840.1.113883.12.169,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.87,1,2.16.840.1.113883.21.99,1,,,,,,universal,,,2,1
169,6,Reporting priority,Reporting priority,2,Berichtspriorität,FALSE,2.16.840.1.113883.12.169,8.8.8.26,ch08.html#Heading98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.87,1,2.16.840.1.113883.21.99,1,,,,,,universal,,,2,1
169,7,Reporting priority,Reporting priority,2,Berichtspriorität,FALSE,2.16.840.1.113883.12.169,8.8.8.26,ch08.html#Heading99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,prev version,,2.16.840.1.113883.18.87,1,2.16.840.1.113883.21.99,1,,,,,,universal,,,2,1
169,8,Reporting Priority,Reporting Priority,2,Berichtspriorität,FALSE,2.16.840.1.113883.12.169,2.C.2.54,ch02c.html#Heading70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,InM,TBD,TBD,OM1.26,Active,prev version,,2.16.840.1.113883.18.87,1,2.16.840.1.113883.21.99,1,,,,,,universal,,,2,1
169,9,Reporting Priority,Reporting Priority,2,Berichtspriorität,FALSE,2.16.840.1.113883.12.169,2.C.2.114,ch02c.html#Heading130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,InM,TBD,TBD,OM1.26,Active,prev version,,2.16.840.1.113883.18.87,1,2.16.840.1.113883.21.99,1,,,,,,universal,,,2,1
