seg_code,version_id,description,interpretation,function_area,generate,last_field_repeatable,visible,section,anchor,owl_gen
CTI,92,Clinical Trial Identification,Studienidentifizierung,,FALSE,FALSE,TRUE,7.8.4,ch07.html#Heading262,FALSE
DB1,3,Disability Segment,Informationen über Behinderungen,ADT,FALSE,FALSE,TRUE,3.3.10,ch3.htm#Heading258,FALSE
DB1,4,DB1 - Disability segment,Informationen über Behinderungen,,FALSE,FALSE,TRUE,3.3.10,ch3.html#Heading268,FALSE
DB1,5,Disability,Informationen über Behinderungen,,FALSE,FALSE,TRUE,3.4.11,ch03.htm#Heading327,FALSE
DB1,6,Disability,Informationen über Behinderungen,,FALSE,FALSE,TRUE,3.4.11,ch03.html#Heading332,FALSE
DB1,7,Disability,Informationen über Behinderungen,,FALSE,FALSE,TRUE,3.4.11,ch03.html#Heading334,FALSE
DB1,8,Disability,Informationen über Behinderungen,,FALSE,FALSE,TRUE,3.4.12,ch03.html#Heading343,FALSE
DB1,9,Disability,Informationen über Behinderungen,,FALSE,FALSE,TRUE,3.4.12,ch03.html#Heading354,FALSE
DB1,61,Disability,Informationen über Behinderungen,,FALSE,FALSE,TRUE,3.4.11,ch03.html#Heading332,FALSE
DB1,81,Disability,Informationen über Behinderungen,,FALSE,FALSE,TRUE,3.4.12,ch03.html#Heading343,FALSE
DB1,91,Disability,Informationen über Behinderungen,,FALSE,FALSE,TRUE,3.4.12,ch03.html#Heading354,FALSE
DB1,92,Disability,Informationen über Behinderungen,,FALSE,FALSE,TRUE,3.4.12,ch03.html#Heading354,FALSE
DG1,1,DIAGNOSIS,Diagnoseninformation,BLN,FALSE,FALSE,TRUE,6.3.2,kap6.html#Heading10,FALSE
DG1,2,DIAGNOSIS,Diagnoseninformation,BLN,FALSE,FALSE,TRUE,6.4.2,hl7chp6.html#Heading34,FALSE
DG1,3,Diagnosis,Diagnoseninformation,,FALSE,FALSE,TRUE,6.4.2,ch6.htm#Heading38,FALSE
DG1,4,DG1 - diagnosis segment,Diagnoseninformation,,FALSE,FALSE,TRUE,6.4.2,ch6.html#Heading40,FALSE
DG1,5,Diagnosis,Diagnoseninformation,,TRUE,FALSE,TRUE,6.5.2,ch06.htm#Heading42,FALSE
DG1,6,Diagnosis,Diagnoseninformation,,FALSE,FALSE,TRUE,6.5.2,ch06.html#Heading49,FALSE
DG1,7,Diagnosis,Diagnoseninformation,,FALSE,FALSE,TRUE,6.5.2,ch06.html#Heading49,FALSE
DG1,8,Diagnosis,Diagnoseninformation,,FALSE,FALSE,TRUE,6.5.2,ch06.html#Heading60,FALSE
DG1,9,Diagnosis,Diagnoseninformation,,FALSE,FALSE,TRUE,6.5.2,ch06.html#Heading61,FALSE
DG1,32,Diagnosis,Diagnoseninformation,,FALSE,FALSE,TRUE,,,FALSE
DG1,61,Diagnosis,Diagnoseninformation,,FALSE,FALSE,TRUE,6.5.2,ch06.html#Heading49,FALSE
DG1,81,Diagnosis,Diagnoseninformation,,FALSE,FALSE,TRUE,6.5.2,ch06.html#Heading60,FALSE
DG1,91,Diagnosis,Diagnoseninformation,,FALSE,FALSE,TRUE,6.5.2,ch06.html#Heading61,FALSE
DG1,92,Diagnosis,Diagnoseninformation,,FALSE,FALSE,TRUE,6.5.2,ch06.html#Heading61,FALSE
DMI,7,DRG Master File Information,DRG-Stammdaten,,FALSE,FALSE,TRUE,8.13.2,ch08.html#Heading311,FALSE
DMI,8,DRG Master File Information,DRG-Stammdaten,,FALSE,FALSE,TRUE,8.13.2,ch08.html#Heading277,FALSE
DMI,9,DRG Master File Information,DRG-Stammdaten,,FALSE,FALSE,TRUE,8.13.2,ch08.html#Heading310,FALSE
DMI,81,DRG Master File Information,DRG-Stammdaten,,FALSE,FALSE,TRUE,8.13.2,ch08.html#Heading277,FALSE
DMI,91,DRG Master File Information,DRG-Stammdaten,,FALSE,FALSE,TRUE,8.13.2,ch08.html#Heading314,FALSE
DMI,92,DRG Master File Information,DRG-Stammdaten,,FALSE,FALSE,TRUE,8.13.2,ch08.html#Heading374,FALSE
DON,9,Donation,,,FALSE,FALSE,TRUE,4.17.1,ch04.html#Heading326,FALSE
DON,91,Donation,,,FALSE,FALSE,TRUE,4.17.1,ch04.html#Heading338,FALSE
DON,92,Donation,,,FALSE,FALSE,TRUE,4.17.1,ch04.html#Heading338,FALSE
DPS,92,Diagnosis and Procedure Code,,,FALSE,FALSE,TRUE,8.8.19,ch08.html#Heading249,FALSE
DRG,3,Diagnosis Related Group,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.4.3,ch6.htm#Heading58,FALSE
DRG,4,DRG - diagnosis related group segment,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.4.3.8,ch6.html#Heading70,FALSE
DRG,5,Diagnosis Related Group,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.5.3,ch06.htm#Heading63,FALSE
DRG,6,Diagnosis Related Group,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.5.3,ch06.html#Heading72,FALSE
DRG,7,Diagnosis Related Group,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.5.3,ch06.html#Heading77,FALSE
DRG,8,Diagnosis Related Group,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.5.3,ch06.html#Heading87,FALSE
DRG,9,Diagnosis Related Group,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.5.3,ch06.html#Heading89,FALSE
DRG,61,Diagnosis Related Group,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.5.3,ch06.html#Heading72,FALSE
DRG,81,Diagnosis Related Group,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.5.3,ch06.html#Heading87,FALSE
DRG,91,Diagnosis Related Group,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.5.3,ch06.html#Heading89,FALSE
DRG,92,Diagnosis Related Group,Informationen zu DRG's,,FALSE,FALSE,TRUE,6.5.3,ch06.html#Heading89,FALSE
DSC,1,CONTINUATION POINTER,Informationen über zugehörige Vorgängernachricht,QRY,FALSE,FALSE,TRUE,5.3.1,kap5.html#Heading15,FALSE
DSC,2,CONTINUATION POINTER,Informationen über zugehörige Vorgängernachricht,QRY,FALSE,FALSE,TRUE,2.10.8,hl7chp2.html#Heading150,FALSE
DSC,3,Continuation pointer segment,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.24.8,ch2.htm#Heading381,FALSE
DSC,4,DSC - Continuation pointer segment,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.24.8,ch2.html#Heading468,FALSE
DSC,5,Continuation Pointer,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.16.4,ch02.htm#Heading410,FALSE
DSC,6,Continuation Pointer,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.15.4,ch02.html#Heading167,FALSE
DSC,7,Continuation Pointer,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.14.4,ch02.html#Heading118,FALSE
DSC,8,Continuation Pointer,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.14.4,ch02.html#Heading116,FALSE
DSC,9,Continuation Pointer,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.14.4,ch02.html#Heading127,FALSE
DSC,61,Continuation Pointer,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.15.4,ch02.html#Heading167,FALSE
DSC,81,Continuation Pointer,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.14.4,ch02.html#Heading116,FALSE
DSC,91,Continuation Pointer,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.14.4,ch02.html#Heading127,FALSE
DSC,92,Continuation Pointer,Informationen über zugehörige Vorgängernachricht,,FALSE,FALSE,TRUE,2.14.4,ch02.html#Heading127,FALSE
DSP,1,DISPLAY DATA,Anzeigedaten,QRY,FALSE,FALSE,TRUE,5.3.2,kap5.html#Heading16,FALSE
DSP,2,DISPLAY DATA,Anzeigedaten,QRY,FALSE,FALSE,TRUE,2.10.9,hl7chp2.html#Heading152,FALSE
DSP,3,Display data segment,Anzeigedaten,,FALSE,FALSE,TRUE,2.24.9,ch2.htm#Heading383,FALSE
DSP,4,DSP - display data segment,Anzeigedaten,,FALSE,FALSE,TRUE,2.24.9,ch2.html#Heading471,FALSE
DSP,5,Display Data,Anzeigedaten,,FALSE,FALSE,TRUE,5.5.1,ch05.htm#Heading55,FALSE
DSP,6,Display Data,Anzeigedaten,,FALSE,FALSE,TRUE,5.5.1,ch05.html#Heading55,FALSE
DSP,7,Display Data,Anzeigedaten,,FALSE,FALSE,TRUE,5.5.1,ch05.html#Heading55,FALSE
DSP,8,Display Data,Anzeigedaten,,FALSE,FALSE,TRUE,5.5.1,ch05.html#Heading50,FALSE
DSP,9,Display Data,Anzeigedaten,,FALSE,FALSE,TRUE,5.5.1,ch05.html#Heading55,FALSE
DSP,61,Display Data,Anzeigedaten,,FALSE,FALSE,TRUE,5.5.1,ch05.html#Heading55,FALSE
DSP,81,Display Data,Anzeigedaten,,FALSE,FALSE,TRUE,5.5.1,ch05.html#Heading50,FALSE
DSP,91,Display Data,Anzeigedaten,,FALSE,FALSE,TRUE,5.5.1,ch05.html#Heading55,FALSE
DSP,92,Display Data,Anzeigedaten,,FALSE,FALSE,TRUE,5.5.1,ch05.html#Heading55,FALSE
ECD,5,Equipment Command,Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.5,ch13.htm#Heading168,FALSE
ECD,6,Equipment Command,Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.5,ch13.html#Heading169,FALSE
ECD,7,Equipment Command,Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.5,ch13.html#Heading169,FALSE
ECD,8,Equipment Command,Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.5,ch13.html#Heading165,FALSE
ECD,9,Equipment Command,Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.5,ch13.html#Heading169,FALSE
ECD,61,Equipment Command,Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.5,ch13.html#Heading169,FALSE
ECD,81,Equipment Command,Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.5,ch13.html#Heading165,FALSE
ECD,91,Equipment Command,Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.5,ch13.html#Heading169,FALSE
ECD,92,Equipment Command,Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.5,ch13.html#Heading169,FALSE
ECR,5,Equipment Command Response,Antwort auf Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.6,ch13.htm#Heading175,FALSE
ECR,6,Equipment Command Response,Antwort auf Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.6,ch13.html#Heading176,FALSE
ECR,7,Equipment Command Response,Antwort auf Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.6,ch13.html#Heading176,FALSE
ECR,8,Equipment Command Response,Antwort auf Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.6,ch13.html#Heading171,FALSE
ECR,9,Equipment Command Response,Antwort auf Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.6,ch13.html#Heading176,FALSE
ECR,61,Equipment Command Response,Antwort auf Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.6,ch13.html#Heading176,FALSE
ECR,81,Equipment Command Response,Antwort auf Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.6,ch13.html#Heading171,FALSE
ECR,91,Equipment Command Response,Antwort auf Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.6,ch13.html#Heading176,FALSE
ECR,92,Equipment Command Response,Antwort auf Gerätesteuerung,,FALSE,FALSE,TRUE,13.4.6,ch13.html#Heading176,FALSE
ED,6,Encapsulated Data (wrong segment),Encapsulated Data (falsche Segmentdefinition),,FALSE,FALSE,TRUE,7.11.2,,FALSE
ED,7,Encapsulated Data (wrong segment),Encapsulated Data (falsche Segmentdefinition),,FALSE,FALSE,TRUE,7.11.2,,FALSE
ED,61,Encapsulated Data (wrong segment),Encapsulated Data (falsche Segmentdefinition),,FALSE,FALSE,TRUE,7.11.2,,FALSE
EDU,5,Educational Detail,Ausbildungsinformationen,,FALSE,FALSE,TRUE,15.4.2,ch15.htm#Heading21,FALSE
EDU,6,Educational Detail,Ausbildungsinformationen,,FALSE,FALSE,TRUE,15.4.3,ch15.html#Heading56,FALSE
EDU,7,Educational Detail,Ausbildungsinformationen,,FALSE,FALSE,TRUE,15.4.3,ch15.html#Heading56,FALSE
EDU,8,Educational Detail,Ausbildungsinformationen,,FALSE,FALSE,TRUE,15.4.3,ch15.html#Heading56,FALSE
EDU,9,Educational Detail,Ausbildungsinformationen,,FALSE,FALSE,TRUE,15.4.3,ch15.html#Heading56,FALSE
EDU,61,Educational Detail,Ausbildungsinformationen,,FALSE,FALSE,TRUE,15.4.3,ch15.html#Heading56,FALSE
EDU,81,Educational Detail,Ausbildungsinformationen,,FALSE,FALSE,TRUE,15.4.3,ch15.html#Heading56,FALSE
EDU,91,Educational Detail,Ausbildungsinformationen,,FALSE,FALSE,TRUE,15.4.3,ch15.html#Heading56,FALSE
EDU,92,Educational Detail,Ausbildungsinformationen,,FALSE,FALSE,TRUE,15.4.3,ch15.html#Heading56,FALSE
EQL,3,Embedded Query Language,Embedded Query Language Abfrage,,FALSE,FALSE,TRUE,2.24.16,ch2.htm#Heading428,FALSE
EQL,4,EQL - embedded query language segment,Embedded Query Language Abfrage,,FALSE,FALSE,TRUE,2.24.16.4,ch2.html#Heading529,FALSE
EQL,5,Embedded Query Language,Embedded Query Language Abfrage,,FALSE,FALSE,TRUE,5.10.5.1,ch05.htm#Heading180,FALSE
EQL,6,Embedded Query Language,Embedded Query Language Abfrage,,FALSE,FALSE,TRUE,5.10.5.1,ch05.html#Heading180,FALSE
EQL,61,Embedded Query Language,Embedded Query Language Abfrage,,FALSE,FALSE,TRUE,5.10.5.1,ch05.html#Heading180,FALSE
EQP,5,Equipment/log Service,Geräteprotokollinformationen,,FALSE,FALSE,TRUE,13.4.12,ch13.htm#Heading226,FALSE
EQP,6,Equipment/log Service,Geräteprotokollinformationen,,FALSE,FALSE,TRUE,13.4.12,ch13.html#Heading227,FALSE
EQP,7,Equipment/log Service,Geräteprotokollinformationen,,FALSE,FALSE,TRUE,13.4.12,ch13.html#Heading227,FALSE
EQP,8,Equipment/log Service,Geräteprotokollinformationen,,FALSE,FALSE,TRUE,13.4.12,ch13.html#Heading216,FALSE
EQP,9,Equipment/log Service,Geräteprotokollinformationen,,FALSE,FALSE,TRUE,13.4.12,ch13.html#Heading228,FALSE
EQP,61,Equipment/log Service,Geräteprotokollinformationen,,FALSE,FALSE,TRUE,13.4.12,ch13.html#Heading227,FALSE
EQP,81,Equipment/log Service,Geräteprotokollinformationen,,FALSE,FALSE,TRUE,13.4.12,ch13.html#Heading216,FALSE
EQP,91,Equipment/log Service,Geräteprotokollinformationen,,FALSE,FALSE,TRUE,13.4.12,ch13.html#Heading228,FALSE
EQP,92,Equipment/log Service,Geräteprotokollinformationen,,FALSE,FALSE,TRUE,13.4.12,ch13.html#Heading228,FALSE
EQU,5,Equipment Detail,Geräteinformationen,,FALSE,FALSE,TRUE,13.4.1,ch13.htm#Heading90,FALSE
EQU,6,Equipment Detail,Geräteinformationen,,FALSE,FALSE,TRUE,13.4.1,ch13.html#Heading89,FALSE
EQU,7,Equipment Detail,Geräteinformationen,,FALSE,FALSE,TRUE,13.4.1,ch13.html#Heading89,FALSE
EQU,8,Equipment Detail,Geräteinformationen,,FALSE,FALSE,TRUE,13.4.1,ch13.html#Heading89,FALSE
EQU,9,Equipment Detail,Geräteinformationen,,FALSE,FALSE,TRUE,13.4.1,ch13.html#Heading89,FALSE
EQU,61,Equipment Detail,Geräteinformationen,,FALSE,FALSE,TRUE,13.4.1,ch13.html#Heading89,FALSE
EQU,81,Equipment Detail,Geräteinformationen,,FALSE,FALSE,TRUE,13.4.1,ch13.html#Heading89,FALSE
EQU,91,Equipment Detail,Geräteinformationen,,FALSE,FALSE,TRUE,13.4.1,ch13.html#Heading89,FALSE
EQU,92,Equipment Detail,Geräteinformationen,,FALSE,FALSE,TRUE,13.4.1,ch13.html#Heading89,FALSE
ERQ,3,Event Replay Query Segment,Anfrage zur nochmaligen Übersendung,,FALSE,FALSE,TRUE,2.24.21,ch2.htm#Heading449,FALSE
ERQ,4,ERQ - event replay query segment,Anfrage zur nochmaligen Übersendung,,FALSE,FALSE,TRUE,2.24.21,ch2.html#Heading550,FALSE
ERQ,5,Event Replay Query,Anfrage zur nochmaligen Übersendung,,FALSE,FALSE,TRUE,5.10.5.2,ch05.htm#Heading186,FALSE
ERQ,6,Event replay query,Anfrage zur nochmaligen Übersendung,,FALSE,FALSE,TRUE,5.10.5.2,ch05.html#Heading185,FALSE
ERQ,61,Event replay query,Anfrage zur nochmaligen Übersendung,,FALSE,FALSE,TRUE,5.10.5.2,ch05.html#Heading185,FALSE
ERR,1,ERROR,Fehlerinformationen,CNT,FALSE,FALSE,TRUE,2.5.4,kap2.html#Heading56,FALSE
ERR,2,ERROR,Fehlerinformationen,CNT,FALSE,FALSE,TRUE,2.10.3,hl7chp2.html#Heading109,FALSE
ERR,3,Error segment,Fehlerinformationen,,FALSE,FALSE,TRUE,2.24.3,ch2.htm#Heading338,FALSE
ERR,4,ERR - error segment,Fehlerinformationen,,FALSE,FALSE,TRUE,2.24.3,ch2.html#Heading420,FALSE
ERR,5,Error,Fehlerinformationen,,TRUE,FALSE,TRUE,2.16.5,ch02.htm#Heading414,FALSE
ERR,6,Error,Fehlerinformationen,,FALSE,FALSE,TRUE,2.15.5,ch02.html#Heading171,FALSE
ERR,7,Error,Fehlerinformationen,,FALSE,FALSE,TRUE,2.14.5,ch02.html#Heading122,FALSE
ERR,8,Error,Fehlerinformationen,,FALSE,FALSE,TRUE,2.14.5,ch02.html#Heading119,FALSE
ERR,9,Error,Fehlerinformationen,,FALSE,FALSE,TRUE,2.14.5,ch02.html#Heading131,FALSE
ERR,61,Error,Fehlerinformationen,,FALSE,FALSE,TRUE,2.15.5,ch02.html#Heading171,FALSE
ERR,81,Error,Fehlerinformationen,,FALSE,FALSE,TRUE,2.14.5,ch02.html#Heading119,FALSE
ERR,91,Error,Fehlerinformationen,,FALSE,FALSE,TRUE,2.14.5,ch02.html#Heading131,FALSE
ERR,92,Error,Fehlerinformationen,,FALSE,FALSE,TRUE,2.14.5,ch02.html#Heading131,FALSE
EVN,1,EVENT TYPE,Ereignissinformationen,ADT,FALSE,FALSE,TRUE,3.3.1,kap3.html#Heading29,FALSE
EVN,2,EVENT TYPE,Ereignissinformationen,ADT,FALSE,FALSE,TRUE,3.3.1,hl7chp3.html#Heading43,FALSE
EVN,3,Event type,Ereignissinformationen,,FALSE,FALSE,TRUE,3.3.1,ch3.htm#Heading57,FALSE
EVN,4,EVN - event type segment,Ereignissinformationen,,FALSE,FALSE,TRUE,3.3.1,ch3.html#Heading58,FALSE
EVN,5,Event Type,Ereignissinformationen,,FALSE,FALSE,TRUE,3.4.1,ch03.htm#Heading70,FALSE
EVN,6,Event Type,Ereignissinformationen,,FALSE,FALSE,TRUE,3.4.1,ch03.html#Heading70,FALSE
EVN,7,Event Type,Ereignissinformationen,,FALSE,FALSE,TRUE,3.4.1,ch03.html#Heading70,TRUE
EVN,8,Event Type,Ereignissinformationen,,FALSE,FALSE,TRUE,3.4.1,ch03.html#Heading69,FALSE
EVN,9,Event Type,Ereignissinformationen,,FALSE,FALSE,TRUE,3.4.1,ch03.html#Heading69,FALSE
EVN,32,Event Type,Ereignissinformationen,,FALSE,FALSE,TRUE,,,FALSE
EVN,61,Event Type,Ereignissinformationen,,FALSE,FALSE,TRUE,3.4.1,ch03.html#Heading70,FALSE
EVN,81,Event Type,Ereignissinformationen,,FALSE,FALSE,TRUE,3.4.1,ch03.html#Heading69,FALSE
EVN,91,Event Type,Ereignissinformationen,,FALSE,FALSE,TRUE,3.4.1,ch03.html#Heading69,FALSE
EVN,92,Event Type,Ereignissinformationen,,FALSE,FALSE,TRUE,3.4.1,ch03.html#Heading69,FALSE
FAC,3,Facility,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.11.6,ch7.htm#Heading284,FALSE
FAC,4,FAC - facility segment,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.11.6,ch7.html#Heading311,FALSE
FAC,5,Facility,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.12.6,ch07.htm#Heading315,FALSE
FAC,6,Facility,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.12.6,ch07.html#Heading351,FALSE
FAC,7,Facility,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.12.6,ch07.html#Heading359,FALSE
FAC,8,Facility,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.12.6,ch07.html#Heading364,FALSE
FAC,9,Facility,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.12.6,ch07.html#Heading386,FALSE
FAC,61,Facility,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.12.6,ch07.html#Heading356,FALSE
FAC,81,Facility,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.12.6,ch07.html#Heading365,FALSE
FAC,91,Facility,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.12.6,ch07.html#Heading387,FALSE
FAC,92,Facility,Einrichtungsinformationen,,FALSE,FALSE,TRUE,7.12.6,ch07.html#Heading396,FALSE
FHS,1,FILE HEADER,Stapeldateien - Startinformationen,CNT,FALSE,FALSE,TRUE,2.5.5,kap2.html#Heading57,FALSE
FHS,2,FILE HEADER,Stapeldateien - Startinformationen,CNT,FALSE,FALSE,TRUE,2.10.11,hl7chp2.html#Heading160,FALSE
FHS,3,File header segment,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.24.11,ch2.htm#Heading391,FALSE
FHS,4,FHS - file header segment,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.24.11,ch2.html#Heading481,FALSE
FHS,5,File Header,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.16.6,ch02.htm#Heading417,FALSE
FHS,6,File Header,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.15.6,ch02.html#Heading185,FALSE
FHS,7,File Header,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.14.6,ch02.html#Heading136,FALSE
FHS,8,File Header,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.14.6,ch02.html#Heading132,FALSE
FHS,9,File Header,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.14.6,ch02.html#Heading145,FALSE
FHS,61,File Header,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.15.6,ch02.html#Heading185,FALSE
FHS,81,File Header,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.14.6,ch02.html#Heading132,FALSE
FHS,91,File Header,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.14.6,ch02.html#Heading145,FALSE
FHS,92,File Header,Stapeldateien - Startinformationen,,FALSE,FALSE,TRUE,2.14.6,ch02.html#Heading145,FALSE
FT1,1,FINANCIAL TRANSACTION,Buchungsinformationen,BLN,FALSE,FALSE,TRUE,6.3.3,kap6.html#Heading11,FALSE
FT1,2,FINANCIAL TRANSACTION,Buchungsinformationen,BLN,FALSE,FALSE,TRUE,6.4.1,hl7chp6.html#Heading10,FALSE
FT1,3,Financial transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,6.4.1,ch6.htm#Heading12,FALSE
FT1,4,FT1 - financial transaction segment,Buchungsinformationen,,FALSE,FALSE,TRUE,6.4.1,ch6.html#Heading12,FALSE
FT1,5,Financial Transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,6.5.1,ch06.htm#Heading14,FALSE
FT1,6,Financial Transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,6.5.1,ch06.html#Heading16,FALSE
FT1,7,Financial Transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,6.5.1,ch06.html#Heading16,FALSE
FT1,8,Financial Transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,6.5.1,ch06.html#Heading16,FALSE
FT1,9,Financial Transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,6.5.1,ch06.html#Heading16,FALSE
FT1,32,Financial Transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,,,FALSE
FT1,61,Financial Transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,6.5.1,ch06.html#Heading16,FALSE
FT1,81,Financial Transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,6.5.1,ch06.html#Heading16,FALSE
FT1,91,Financial Transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,6.5.1,ch06.html#Heading16,FALSE
FT1,92,Financial Transaction,Buchungsinformationen,,FALSE,FALSE,TRUE,6.5.1,ch06.html#Heading16,FALSE
FTS,1,FILE TRAILER,Stapeldateien - Endeinformationen,CNT,FALSE,FALSE,TRUE,2.5.6,kap2.html#Heading58,FALSE
FTS,2,FILE TRAILER,Stapeldateien - Endeinformationen,CNT,FALSE,FALSE,TRUE,2.10.12,hl7chp2.html#Heading173,FALSE
FTS,3,File trailer segment,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.24.12,ch2.htm#Heading404,FALSE
FTS,4,FTS - file trailer segment,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.24.12,ch2.html#Heading495,FALSE
FTS,5,File Trailer,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.16.7,ch02.htm#Heading431,FALSE
FTS,6,File Trailer,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.15.7,ch02.html#Heading199,FALSE
FTS,7,File Trailer,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.14.7,ch02.html#Heading152,FALSE
FTS,8,File Trailer,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.14.7,ch02.html#Heading147,FALSE
FTS,9,File Trailer,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.14.7,ch02.html#Heading161,FALSE
FTS,61,File Trailer,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.15.7,ch02.html#Heading199,FALSE
FTS,81,File Trailer,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.14.7,ch02.html#Heading147,FALSE
FTS,91,File Trailer,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.14.7,ch02.html#Heading161,FALSE
FTS,92,File Trailer,Stapeldateien - Endeinformationen,,FALSE,FALSE,TRUE,2.14.7,ch02.html#Heading161,FALSE
GOL,3,Goal Detail,Informationen zur Zielbeschreibung,,FALSE,FALSE,TRUE,12.3.1,ch12.htm#Heading38,FALSE
GOL,4,Goal Detail,Informationen zur Zielbeschreibung,,FALSE,FALSE,TRUE,12.3.1,ch12.html#Heading42,FALSE
GOL,5,Goal Detail,Informationen zur Zielbeschreibung,,FALSE,FALSE,TRUE,12.4.1,ch12.htm#Heading43,FALSE
GOL,6,Goal Detail,Informationen zur Zielbeschreibung,,FALSE,FALSE,TRUE,12.4.1,ch12.html#Heading43,FALSE
GOL,7,Goal Detail,Informationen zur Zielbeschreibung,,FALSE,FALSE,TRUE,12.4.1,ch12.html#Heading43,FALSE
GOL,8,Goal Detail,Informationen zur Zielbeschreibung,,FALSE,FALSE,TRUE,12.4.1,ch12.html#Heading39,FALSE
GOL,9,Goal Detail,Informationen zur Zielbeschreibung,,FALSE,FALSE,TRUE,12.4.1,ch12.html#Heading43,FALSE
GOL,61,Goal Detail,Informationen zur Zielbeschreibung,,FALSE,FALSE,TRUE,12.4.1,ch12.html#Heading43,FALSE
