event_code,version_id,description,generate,section,anchor,owl_gen,folder
A53,7,ADT/ACK - Cancel patient returns from a leave of absence,FALSE,3.3.53,ch03.html#Heading59,FALSE,Patient Administration
A53,8,ADT/ACK - Cancel patient returns from a leave of absence,FALSE,3.3.53,ch03.html#Heading57,FALSE,Patient Administration
A53,9,ADT/ACK - Cancel patient returns from a leave of absence,FALSE,3.3.53,ch03.html#Heading57,FALSE,
A53,61,ADT/ACK - Cancel patient returns from a leave of absence,FALSE,3.3.53,ch03.html#Heading59,FALSE,Patient Administration
A53,81,ADT/ACK - Cancel patient returns from a leave of absence,FALSE,3.3.53,ch03.html#Heading57,FALSE,
A53,91,ADT/ACK - Cancel patient returns from a leave of absence,FALSE,3.3.53,ch03.html#Heading57,FALSE,
A53,92,ADT/ACK - Cancel patient returns from a leave of absence,FALSE,3.3.53,ch03.html#Heading57,FALSE,
A53,540,,FALSE,,,FALSE,
A54,5,ADT/ACK - Change attending doctor,FALSE,3.3.54,ch03.htm#Heading60,FALSE,Patient Administration
A54,6,ADT/ACK - Change attending doctor,FALSE,3.3.54,ch03.html#Heading60,FALSE,Patient Administration
A54,7,ADT/ACK - Change attending doctor,FALSE,3.3.54,ch03.html#Heading60,FALSE,Patient Administration
A54,8,ADT/ACK - Change attending doctor,FALSE,3.3.54,ch03.html#Heading58,FALSE,Patient Administration
A54,9,ADT/ACK - Change attending doctor,FALSE,3.3.54,ch03.html#Heading58,FALSE,
A54,61,ADT/ACK - Change attending doctor,FALSE,3.3.54,ch03.html#Heading60,FALSE,Patient Administration
A54,81,ADT/ACK - Change attending doctor,FALSE,3.3.54,ch03.html#Heading58,FALSE,
A54,91,ADT/ACK - Change attending doctor,FALSE,3.3.54,ch03.html#Heading58,FALSE,
A54,92,ADT/ACK - Change attending doctor,FALSE,3.3.54,ch03.html#Heading58,FALSE,
A55,5,ADT/ACK - Cancel change attending doctor,FALSE,3.3.55,ch03.htm#Heading61,FALSE,Patient Administration
A55,6,ADT/ACK - Cancel change attending doctor,FALSE,3.3.55,ch03.html#Heading61,FALSE,Patient Administration
A55,7,ADT/ACK - Cancel change attending doctor,FALSE,3.3.55,ch03.html#Heading61,FALSE,Patient Administration
A55,8,ADT/ACK - Cancel change attending doctor,FALSE,3.3.55,ch03.html#Heading59,FALSE,Patient Administration
A55,9,ADT/ACK - Cancel change attending doctor,FALSE,3.3.55,ch03.html#Heading59,FALSE,
A55,61,ADT/ACK - Cancel change attending doctor,FALSE,3.3.55,ch03.html#Heading61,FALSE,Patient Administration
A55,81,ADT/ACK - Cancel change attending doctor,FALSE,3.3.55,ch03.html#Heading59,FALSE,
A55,91,ADT/ACK - Cancel change attending doctor,FALSE,3.3.55,ch03.html#Heading59,FALSE,
A55,92,ADT/ACK - Cancel change attending doctor,FALSE,3.3.55,ch03.html#Heading59,FALSE,
A60,5,ADT/ACK -  Update allergy information,FALSE,3.5.9,ch03.htm#Heading357,FALSE,Patient Administration
A60,6,ADT/ACK - Update allergy information,FALSE,3.3.60,ch03.html#Heading66,FALSE,Patient Administration
A60,7,ADT/ACK - Update allergy information,FALSE,3.3.60,ch03.html#Heading66,FALSE,Patient Administration
A60,8,ADT/ACK - Update allergy information,FALSE,3.3.60,ch03.html#Heading64,FALSE,Patient Administration
A60,9,ADT/ACK - Update allergy information,FALSE,3.3.60,ch03.html#Heading64,FALSE,
A60,61,ADT/ACK - Update allergy information,FALSE,3.3.60,ch03.html#Heading66,FALSE,Patient Administration
A60,81,ADT/ACK - Update allergy information,FALSE,3.3.60,ch03.html#Heading64,FALSE,
A60,91,ADT/ACK - Update allergy information,FALSE,3.3.60,ch03.html#Heading64,FALSE,
A60,92,ADT/ACK - Update allergy information,FALSE,3.3.60,ch03.html#Heading64,FALSE,
A61,5,ADT/ACK - Change consulting doctor,FALSE,3.3.61,ch03.htm#Heading67,FALSE,Patient Administration
A61,6,ADT/ACK - Change consulting doctor,FALSE,3.3.61,ch03.html#Heading67,FALSE,Patient Administration
A61,7,ADT/ACK - Change consulting doctor,FALSE,3.3.61,ch03.html#Heading67,FALSE,Patient Administration
A61,8,ADT/ACK - Change consulting doctor,FALSE,3.3.61,ch03.html#Heading65,FALSE,Patient Administration
A61,9,ADT/ACK - Change consulting doctor,FALSE,3.3.61,ch03.html#Heading65,FALSE,
A61,61,ADT/ACK - Change consulting doctor,FALSE,3.3.61,ch03.html#Heading67,FALSE,Patient Administration
A61,81,ADT/ACK - Change consulting doctor,FALSE,3.3.61,ch03.html#Heading65,FALSE,
A61,91,ADT/ACK - Change consulting doctor,FALSE,3.3.61,ch03.html#Heading65,FALSE,
A61,92,ADT/ACK - Change consulting doctor,FALSE,3.3.61,ch03.html#Heading65,FALSE,
A62,5,ADT/ACK - Cancel change consulting doctor,FALSE,3.3.62,ch03.htm#Heading68,FALSE,Patient Administration
A62,6,ADT/ACK - Cancel change consulting doctor,FALSE,3.3.62,ch03.html#Heading68,FALSE,Patient Administration
A62,7,ADT/ACK - Cancel change consulting doctor,FALSE,3.3.62,ch03.html#Heading68,FALSE,Patient Administration
A62,8,ADT/ACK - Cancel change consulting doctor,FALSE,3.3.62,ch03.html#Heading66,FALSE,Patient Administration
A62,9,ADT/ACK - Cancel change consulting doctor,FALSE,3.3.62,ch03.html#Heading66,FALSE,
A62,61,ADT/ACK - Cancel change consulting doctor,FALSE,3.3.62,ch03.html#Heading68,FALSE,Patient Administration
A62,81,ADT/ACK - Cancel change consulting doctor,FALSE,3.3.62,ch03.html#Heading66,FALSE,
A62,91,ADT/ACK - Cancel change consulting doctor,FALSE,3.3.62,ch03.html#Heading66,FALSE,
A62,92,ADT/ACK - Cancel change consulting doctor,FALSE,3.3.62,ch03.html#Heading66,FALSE,
B01,5,PMU/ACK - Add personnel record,FALSE,15.5.1,ch15.htm#Heading97,FALSE,Personnel Management
B01,6,PMU/ACK - Add personnel record,FALSE,15.3.1,ch15.html#Heading6,FALSE,Personnel Management
B01,7,PMU/ACK - Add personnel record,FALSE,15.3.1,ch15.html#Heading6,FALSE,Personnel Management
B01,8,PMU/ACK - Add personnel record,FALSE,15.3.1,ch15.html#Heading6,FALSE,Personnel Management
B01,9,PMU/ACK - Add personnel record,FALSE,15.3.1,ch15.html#Heading6,FALSE,
B01,61,PMU/ACK - Add personnel record,FALSE,15.3.1,ch15.html#Heading6,FALSE,Personnel Management
B01,81,PMU/ACK - Add personnel record,FALSE,15.3.1,ch15.html#Heading6,FALSE,
B01,91,PMU/ACK - Add personnel record,FALSE,15.3.1,ch15.html#Heading6,FALSE,
B01,92,PMU/ACK - Add personnel record,FALSE,15.3.1,ch15.html#Heading6,FALSE,
B02,5,PMU/ACK - Update personnel record,FALSE,15.3.2,ch15.htm#Heading7,FALSE,Personnel Management
B02,6,PMU/ACK - Update personnel record,FALSE,15.3.2,ch15.html#Heading7,FALSE,Personnel Management
B02,7,PMU/ACK - Update personnel record,FALSE,15.3.2,ch15.html#Heading7,FALSE,Personnel Management
B02,8,PMU/ACK - Update personnel record,FALSE,15.3.2,ch15.html#Heading7,FALSE,Personnel Management
B02,9,PMU/ACK - Update personnel record,FALSE,15.3.2,ch15.html#Heading7,FALSE,
B02,61,PMU/ACK - Update personnel record,FALSE,15.3.2,ch15.html#Heading7,FALSE,Personnel Management
B02,81,PMU/ACK - Update personnel record,FALSE,15.3.2,ch15.html#Heading7,FALSE,
B02,91,PMU/ACK - Update personnel record,FALSE,15.3.2,ch15.html#Heading7,FALSE,
B02,92,PMU/ACK - Update personnel record,FALSE,15.3.2,ch15.html#Heading7,FALSE,
B03,5,PMU/ACK - Delete personnel re cord,FALSE,15.3.3,ch15.htm#Heading8,FALSE,Personnel Management
B03,6,PMU/ACK - Delete personnel re cord,FALSE,15.3.3,ch15.html#Heading8,FALSE,Personnel Management
B03,7,PMU/ACK - Delete personnel re cord,FALSE,15.3.3,ch15.html#Heading8,FALSE,Personnel Management
B03,8,PMU/ACK - Delete personnel re cord,FALSE,15.3.3,ch15.html#Heading8,FALSE,Personnel Management
B03,9,PMU/ACK - Delete personnel re cord,FALSE,15.3.3,ch15.html#Heading8,FALSE,
B03,61,PMU/ACK - Delete personnel re cord,FALSE,15.3.3,ch15.html#Heading8,FALSE,Personnel Management
B03,81,PMU/ACK - Delete personnel re cord,FALSE,15.3.3,ch15.html#Heading8,FALSE,
B03,91,PMU/ACK - Delete personnel re cord,FALSE,15.3.3,ch15.html#Heading8,FALSE,
B03,92,PMU/ACK - Delete personnel re cord,FALSE,15.3.3,ch15.html#Heading8,FALSE,
B04,5,PMU/ACK - Active practicing person,FALSE,15.3.4,ch15.htm#Heading9,FALSE,Personnel Management
B04,6,PMU/ACK - Active practicing person,FALSE,15.3.4,ch15.html#Heading9,FALSE,Personnel Management
B04,7,PMU/ACK - Active practicing person,FALSE,15.3.4,ch15.html#Heading9,FALSE,Personnel Management
B04,8,PMU/ACK - Active practicing person,FALSE,15.3.4,ch15.html#Heading9,FALSE,Personnel Management
B04,9,PMU/ACK - Active practicing person,FALSE,15.3.4,ch15.html#Heading9,FALSE,
B04,61,PMU/ACK - Active practicing person,FALSE,15.3.4,ch15.html#Heading9,FALSE,Personnel Management
B04,81,PMU/ACK - Active practicing person,FALSE,15.3.4,ch15.html#Heading9,FALSE,
B04,91,PMU/ACK - Active practicing person,FALSE,15.3.4,ch15.html#Heading9,FALSE,
B04,92,PMU/ACK - Active practicing person,FALSE,15.3.4,ch15.html#Heading9,FALSE,
B05,5,PMU/ACK - Deactivate practicing person,FALSE,15.3.5,ch15.htm#Heading10,FALSE,Personnel Management
B05,6,PMU/ACK - Deactivate practicing person,FALSE,15.3.5,ch15.html#Heading10,FALSE,Personnel Management
B05,7,PMU/ACK - Deactivate practicing person,FALSE,15.3.5,ch15.html#Heading10,FALSE,Personnel Management
B05,8,PMU/ACK - Deactivate practicing person,FALSE,15.3.5,ch15.html#Heading10,FALSE,Personnel Management
B05,9,PMU/ACK - Deactivate practicing person,FALSE,15.3.5,ch15.html#Heading10,FALSE,
B05,61,PMU/ACK - Deactivate practicing person,FALSE,15.3.5,ch15.html#Heading10,FALSE,Personnel Management
B05,81,PMU/ACK - Deactivate practicing person,FALSE,15.3.5,ch15.html#Heading10,FALSE,
B05,91,PMU/ACK - Deactivate practicing person,FALSE,15.3.5,ch15.html#Heading10,FALSE,
B05,92,PMU/ACK - Deactivate practicing person,FALSE,15.3.5,ch15.html#Heading10,FALSE,
B06,5,PMU/ACK - Terminate practicing person,FALSE,15.3.6,ch15.htm#Heading11,FALSE,Personnel Management
B06,6,PMU/ACK - Terminate practicing person,FALSE,15.3.6,ch15.html#Heading11,FALSE,Personnel Management
B06,7,PMU/ACK - Terminate practicing person,FALSE,15.3.6,ch15.html#Heading11,FALSE,Personnel Management
B06,8,PMU/ACK - Terminate practicing person,FALSE,15.3.6,ch15.html#Heading11,FALSE,Personnel Management
B06,9,PMU/ACK - Terminate practicing person,FALSE,15.3.6,ch15.html#Heading11,FALSE,
B06,61,PMU/ACK - Terminate practicing person,FALSE,15.3.6,ch15.html#Heading11,FALSE,Personnel Management
B06,81,PMU/ACK - Terminate practicing person,FALSE,15.3.6,ch15.html#Heading11,FALSE,
B06,91,PMU/ACK - Terminate practicing person,FALSE,15.3.6,ch15.html#Heading11,FALSE,
B06,92,PMU/ACK - Terminate practicing person,FALSE,15.3.6,ch15.html#Heading11,FALSE,
B07,6,PMU/ACK - Grant Certificate/Permission,FALSE,15.3.8,ch15.html#Heading13,FALSE,Personnel Management
B07,7,PMU/ACK - Grant Certificate/Permission,FALSE,15.3.8,ch15.html#Heading13,FALSE,Personnel Management
B07,8,PMU/ACK - Grant Certificate/Permission,FALSE,15.3.8,ch15.html#Heading13,FALSE,Personnel Management
B07,9,PMU/ACK - Grant Certificate/Permission,FALSE,15.3.8,ch15.html#Heading13,FALSE,
B07,61,PMU/ACK - Grant Certificate/Permission,FALSE,15.3.8,ch15.html#Heading13,FALSE,Personnel Management
B07,81,PMU/ACK - Grant Certificate/Permission,FALSE,15.3.8,ch15.html#Heading13,FALSE,
B07,91,PMU/ACK - Grant Certificate/Permission,FALSE,15.3.8,ch15.html#Heading13,FALSE,
B07,92,PMU/ACK - Grant Certificate/Permission,FALSE,15.3.8,ch15.html#Heading13,FALSE,
B08,6,PMU/ACK - Revoke Certificate/Permission,FALSE,15.3.9,ch15.html#Heading14,FALSE,Personnel Management
B08,7,PMU/ACK - Revoke Certificate/Permission,FALSE,15.3.9,ch15.html#Heading14,FALSE,Personnel Management
B08,8,PMU/ACK - Revoke Certificate/Permission,FALSE,15.3.9,ch15.html#Heading14,FALSE,Personnel Management
B08,9,PMU/ACK - Revoke Certificate/Permission,FALSE,15.3.9,ch15.html#Heading14,FALSE,
B08,61,PMU/ACK - Revoke Certificate/Permission,FALSE,15.3.9,ch15.html#Heading14,FALSE,Personnel Management
B08,81,PMU/ACK - Revoke Certificate/Permission,FALSE,15.3.9,ch15.html#Heading14,FALSE,
B08,91,PMU/ACK - Revoke Certificate/Permission,FALSE,15.3.9,ch15.html#Heading14,FALSE,
B08,92,PMU/ACK - Revoke Certificate/Permission,FALSE,15.3.9,ch15.html#Heading14,FALSE,
C01,3,SRM - Register a patient on a clinical trial,FALSE,7.6.1,ch7.htm#Heading130,FALSE,Clinical Studies
C01,4,CRM - Register a patient on a clinical trial,FALSE,7.6.1,ch7.html#Heading142,FALSE,Clinical Studies
C01,5,CRM - Register a patient on a clinical trial,FALSE,7.7.1,ch07.htm#Heading149,FALSE,Clinical Studies
C01,6,CRM - Register a patient on a clinical trial,FALSE,7.7.1,ch07.html#Heading185,FALSE,Clinical Studies
C01,7,CRM - Register a patient on a clinical trial,FALSE,7.7.1,ch07.html#Heading193,FALSE,Clinical Studies
C01,8,CRM - Register a patient on a clinical trial,FALSE,7.7.1,ch07.html#Heading208,FALSE,Clinical Studies
C01,9,CRM - Register a patient on a clinical trial,FALSE,7.7.1,ch07.html#Heading220,FALSE,
C01,61,CRM - Register a patient on a clinical trial,FALSE,7.7.1,ch07.html#Heading190,FALSE,Clinical Studies
C01,81,CRM - Register a patient on a clinical trial,FALSE,7.7.1,ch07.html#Heading209,FALSE,
C01,91,CRM - Register a patient on a clinical trial,FALSE,7.7.1,ch07.html#Heading221,FALSE,
C01,92,CRM - Register a patient on a clinical trial,FALSE,7.7.1,ch07.html#Heading230,FALSE,
C02,3,SRM - Cancel a patient registration on clin.trial (for clerical mistakes only),FALSE,7.6.1,ch7.htm#Heading130,FALSE,Clinical Studies
C02,4,CRM - Cancel a patient registration on clinical trial (for clerical mistakes onl,FALSE,7.6.1,ch7.html#Heading142,FALSE,Clinical Studies
C02,5,CRM - Cancel a patient registration on clinical trial (for clerical mistakes onl,FALSE,7.7.1,ch07.htm#Heading149,FALSE,Clinical Studies
C02,6,CRM - Cancel a patient registration on clinical trial (for clerical mistakes onl,FALSE,7.7.1,ch07.html#Heading185,FALSE,Clinical Studies
C02,7,CRM - Cancel a patient registration on clinical trial (for clerical mistakes onl,FALSE,7.7.1,ch07.html#Heading193,FALSE,Clinical Studies
C02,8,CRM - Cancel a patient registration on clinical trial (for clerical mistakes onl,FALSE,7.7.1,ch07.html#Heading208,FALSE,Clinical Studies
C02,9,CRM - Cancel a patient registration on clinical trial (for clerical mistakes onl,FALSE,7.7.1,ch07.html#Heading220,FALSE,
C02,61,CRM - Cancel a patient registration on clinical trial (for clerical mistakes onl,FALSE,7.7.1,ch07.html#Heading190,FALSE,Clinical Studies
C02,81,CRM - Cancel a patient registration on clinical trial (for clerical mistakes onl,FALSE,7.7.1,ch07.html#Heading209,FALSE,
C02,91,CRM - Cancel a patient registration on clinical trial (for clerical mistakes onl,FALSE,7.7.1,ch07.html#Heading221,FALSE,
C02,92,CRM - Cancel a patient registration on clinical trial (for clerical mistakes onl,FALSE,7.7.1,ch07.html#Heading230,FALSE,
C03,3,SRM - Correct/update registration information,FALSE,7.6.1,ch7.htm#Heading130,FALSE,Clinical Studies
C03,4,CRM - Correct/update registration information,FALSE,7.6.1,ch7.html#Heading142,FALSE,Clinical Studies
C03,5,CRM - Correct/update registration information,FALSE,7.7.1,ch07.htm#Heading149,FALSE,Clinical Studies
C03,6,CRM - Correct/update registration information,FALSE,7.7.1,ch07.html#Heading185,FALSE,Clinical Studies
C03,7,CRM - Correct/update registration information,FALSE,7.7.1,ch07.html#Heading193,FALSE,Clinical Studies
C03,8,CRM - Correct/update registration information,FALSE,7.7.1,ch07.html#Heading208,FALSE,Clinical Studies
C03,9,CRM - Correct/update registration information,FALSE,7.7.1,ch07.html#Heading220,FALSE,
C03,61,CRM - Correct/update registration information,FALSE,7.7.1,ch07.html#Heading190,FALSE,Clinical Studies
C03,81,CRM - Correct/update registration information,FALSE,7.7.1,ch07.html#Heading209,FALSE,
C03,91,CRM - Correct/update registration information,FALSE,7.7.1,ch07.html#Heading221,FALSE,
C03,92,CRM - Correct/update registration information,FALSE,7.7.1,ch07.html#Heading230,FALSE,
C04,3,SRM - Patient has gone off a clinical trial,FALSE,7.6.1,ch7.htm#Heading130,FALSE,Clinical Studies
C04,4,CRM - Patient has gone off a clinical trial,FALSE,7.6.1,ch7.html#Heading142,FALSE,Clinical Studies
C04,5,CRM - Patient has gone off a clinical trial,FALSE,7.7.1,ch07.htm#Heading149,FALSE,Clinical Studies
C04,6,CRM - Patient has gone off a clinical trial,FALSE,7.7.1,ch07.html#Heading185,FALSE,Clinical Studies
C04,7,CRM - Patient has gone off a clinical trial,FALSE,7.7.1,ch07.html#Heading193,FALSE,Clinical Studies
C04,8,CRM - Patient has gone off a clinical trial,FALSE,7.7.1,ch07.html#Heading208,FALSE,Clinical Studies
C04,9,CRM - Patient has gone off a clinical trial,FALSE,7.7.1,ch07.html#Heading220,FALSE,
C04,61,CRM - Patient has gone off a clinical trial,FALSE,7.7.1,ch07.html#Heading190,FALSE,Clinical Studies
C04,81,CRM - Patient has gone off a clinical trial,FALSE,7.7.1,ch07.html#Heading209,FALSE,
C04,91,CRM - Patient has gone off a clinical trial,FALSE,7.7.1,ch07.html#Heading221,FALSE,
C04,92,CRM - Patient has gone off a clinical trial,FALSE,7.7.1,ch07.html#Heading230,FALSE,
C05,3,SRM - Patient enters phase of clinical trial,FALSE,7.6.1,ch7.htm#Heading130,FALSE,Clinical Studies
C05,4,CRM - Patient enters phase of clinical trial,FALSE,7.6.1,ch7.html#Heading142,FALSE,Clinical Studies
C05,5,CRM - Patient enters phase of clinical trial,FALSE,7.7.1,ch07.htm#Heading149,FALSE,Clinical Studies
C05,6,CRM - Patient enters phase of clinical trial,FALSE,7.7.1,ch07.html#Heading185,FALSE,Clinical Studies
C05,7,CRM - Patient enters phase of clinical trial,FALSE,7.7.1,ch07.html#Heading193,FALSE,Clinical Studies
C05,8,CRM - Patient enters phase of clinical trial,FALSE,7.7.1,ch07.html#Heading208,FALSE,Clinical Studies
C05,9,CRM - Patient enters phase of clinical trial,FALSE,7.7.1,ch07.html#Heading220,FALSE,
C05,61,CRM - Patient enters phase of clinical trial,FALSE,7.7.1,ch07.html#Heading190,FALSE,Clinical Studies
C05,81,CRM - Patient enters phase of clinical trial,FALSE,7.7.1,ch07.html#Heading209,FALSE,
C05,91,CRM - Patient enters phase of clinical trial,FALSE,7.7.1,ch07.html#Heading221,FALSE,
C05,92,CRM - Patient enters phase of clinical trial,FALSE,7.7.1,ch07.html#Heading230,FALSE,
C06,3,SRM - Cancel patient entering a phase (clerical mistake),FALSE,7.6.1,ch7.htm#Heading130,FALSE,Clinical Studies
C06,4,CRM - Cancel patient entering a phase (clerical mistake),FALSE,7.6.1,ch7.html#Heading142,FALSE,Clinical Studies
C06,5,CRM - Cancel patient entering a phase (clerical mistake),FALSE,7.7.1,ch07.htm#Heading149,FALSE,Clinical Studies
C06,6,CRM - Cancel patient entering a phase (clerical mistake),FALSE,7.7.1,ch07.html#Heading185,FALSE,Clinical Studies
C06,7,CRM - Cancel patient entering a phase (clerical mistake),FALSE,7.7.1,ch07.html#Heading193,FALSE,Clinical Studies
C06,8,CRM - Cancel patient entering a phase (clerical mistake),FALSE,7.7.1,ch07.html#Heading208,FALSE,Clinical Studies
C06,9,CRM - Cancel patient entering a phase (clerical mistake),FALSE,7.7.1,ch07.html#Heading220,FALSE,
C06,61,CRM - Cancel patient entering a phase (clerical mistake),FALSE,7.7.1,ch07.html#Heading190,FALSE,Clinical Studies
C06,81,CRM - Cancel patient entering a phase (clerical mistake),FALSE,7.7.1,ch07.html#Heading209,FALSE,
C06,91,CRM - Cancel patient entering a phase (clerical mistake),FALSE,7.7.1,ch07.html#Heading221,FALSE,
C06,92,CRM - Cancel patient entering a phase (clerical mistake),FALSE,7.7.1,ch07.html#Heading230,FALSE,
C07,3,SRM - Correct/update phase information,FALSE,7.6.1,ch7.htm#Heading130,FALSE,Clinical Studies
C07,4,CRM - Correct/update phase information,FALSE,7.6.1,ch7.html#Heading142,FALSE,Clinical Studies
C07,5,CRM - Correct/update phase information,FALSE,7.7.1,ch07.htm#Heading149,FALSE,Clinical Studies
C07,6,CRM - Correct/update phase information,FALSE,7.7.1,ch07.html#Heading185,FALSE,Clinical Studies
C07,7,CRM - Correct/update phase information,FALSE,7.7.1,ch07.html#Heading193,FALSE,Clinical Studies
C07,8,CRM - Correct/update phase information,FALSE,7.7.1,ch07.html#Heading208,FALSE,Clinical Studies
C07,9,CRM - Correct/update phase information,FALSE,7.7.1,ch07.html#Heading220,FALSE,
C07,61,CRM - Correct/update phase information,FALSE,7.7.1,ch07.html#Heading190,FALSE,Clinical Studies
C07,81,CRM - Correct/update phase information,FALSE,7.7.1,ch07.html#Heading209,FALSE,
C07,91,CRM - Correct/update phase information,FALSE,7.7.1,ch07.html#Heading221,FALSE,
C07,92,CRM - Correct/update phase information,FALSE,7.7.1,ch07.html#Heading230,FALSE,
C08,3,SRM - Patient has gone off phase of clinical trial,FALSE,7.6.1,ch7.htm#Heading130,FALSE,Clinical Studies
C08,4,CRM - Patient has gone off phase of clinical trial,FALSE,7.6.1,ch7.html#Heading142,FALSE,Clinical Studies
C08,5,CRM - Patient has gone off phase of clinical trial,FALSE,7.7.1,ch07.htm#Heading149,FALSE,Clinical Studies
C08,6,CRM - Patient has gone off phase of clinical trial,FALSE,7.7.1,ch07.html#Heading185,FALSE,Clinical Studies
C08,7,CRM - Patient has gone off phase of clinical trial,FALSE,7.7.1,ch07.html#Heading193,FALSE,Clinical Studies
C08,8,CRM - Patient has gone off phase of clinical trial,FALSE,7.7.1,ch07.html#Heading208,FALSE,Clinical Studies
C08,9,CRM - Patient has gone off phase of clinical trial,FALSE,7.7.1,ch07.html#Heading220,FALSE,
C08,61,CRM - Patient has gone off phase of clinical trial,FALSE,7.7.1,ch07.html#Heading190,FALSE,Clinical Studies
C08,81,CRM - Patient has gone off phase of clinical trial,FALSE,7.7.1,ch07.html#Heading209,FALSE,
C08,91,CRM - Patient has gone off phase of clinical trial,FALSE,7.7.1,ch07.html#Heading221,FALSE,
C08,92,CRM - Patient has gone off phase of clinical trial,FALSE,7.7.1,ch07.html#Heading230,FALSE,
C09,3,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.6.2,ch7.htm#Heading131,FALSE,Clinical Studies
C09,4,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.6.2,ch7.html#Heading143,FALSE,Clinical Studies
C09,5,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.7.2,ch07.htm#Heading150,FALSE,Clinical Studies
C09,6,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.7.2,ch07.html#Heading186,FALSE,Clinical Studies
C09,7,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.7.2,ch07.html#Heading194,FALSE,Clinical Studies
C09,8,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.7.2,ch07.html#Heading209,FALSE,Clinical Studies
C09,9,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.7.2,ch07.html#Heading221,FALSE,
C09,61,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.7.2,ch07.html#Heading191,FALSE,Clinical Studies
C09,81,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.7.2,ch07.html#Heading210,FALSE,
C09,91,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.7.2,ch07.html#Heading222,FALSE,
C09,92,"CSU - Automated time intervals for reporting, like monthly",FALSE,7.7.2,ch07.html#Heading231,FALSE,
C10,3,CSU - Patient completes the clinical trial,FALSE,7.6.2,ch7.htm#Heading131,FALSE,Clinical Studies
C10,4,CSU - Patient completes the clinical trial,FALSE,7.6.2,ch7.html#Heading143,FALSE,Clinical Studies
C10,5,CSU - Patient completes the clinical trial,FALSE,7.7.2,ch07.htm#Heading150,FALSE,Clinical Studies
C10,6,CSU - Patient completes the clinical trial,FALSE,7.7.2,ch07.html#Heading186,FALSE,Clinical Studies
C10,7,CSU - Patient completes the clinical trial,FALSE,7.7.2,ch07.html#Heading194,FALSE,Clinical Studies
C10,8,CSU - Patient completes the clinical trial,FALSE,7.7.2,ch07.html#Heading209,FALSE,Clinical Studies
C10,9,CSU - Patient completes the clinical trial,FALSE,7.7.2,ch07.html#Heading221,FALSE,
C10,61,CSU - Patient completes the clinical trial,FALSE,7.7.2,ch07.html#Heading191,FALSE,Clinical Studies
C10,81,CSU - Patient completes the clinical trial,FALSE,7.7.2,ch07.html#Heading210,FALSE,
C10,91,CSU - Patient completes the clinical trial,FALSE,7.7.2,ch07.html#Heading222,FALSE,
C10,92,CSU - Patient completes the clinical trial,FALSE,7.7.2,ch07.html#Heading231,FALSE,
C11,3,CSU - Patient completes a phase of the clinical trial,FALSE,7.6.2,ch7.htm#Heading131,FALSE,Clinical Studies
C11,4,CSU - Patient completes a phase of the clinical trial,FALSE,7.6.2,ch7.html#Heading143,FALSE,Clinical Studies
C11,5,CSU - Patient completes a phase of the clinical trial,FALSE,7.7.2,ch07.htm#Heading150,FALSE,Clinical Studies
C11,6,CSU - Patient completes a phase of the clinical trial,FALSE,7.7.2,ch07.html#Heading186,FALSE,Clinical Studies
C11,7,CSU - Patient completes a phase of the clinical trial,FALSE,7.7.2,ch07.html#Heading194,FALSE,Clinical Studies
C11,8,CSU - Patient completes a phase of the clinical trial,FALSE,7.7.2,ch07.html#Heading209,FALSE,Clinical Studies
C11,9,CSU - Patient completes a phase of the clinical trial,FALSE,7.7.2,ch07.html#Heading221,FALSE,
C11,61,CSU - Patient completes a phase of the clinical trial,FALSE,7.7.2,ch07.html#Heading191,FALSE,Clinical Studies
C11,81,CSU - Patient completes a phase of the clinical trial,FALSE,7.7.2,ch07.html#Heading210,FALSE,
C11,91,CSU - Patient completes a phase of the clinical trial,FALSE,7.7.2,ch07.html#Heading222,FALSE,
C11,92,CSU - Patient completes a phase of the clinical trial,FALSE,7.7.2,ch07.html#Heading231,FALSE,
C12,3,CSU - Update/correction of patient order/result information,FALSE,7.6.2,ch7.htm#Heading131,FALSE,Clinical Studies
C12,4,CSU - Update/correction of patient order/result information,FALSE,7.6.2,ch7.html#Heading143,FALSE,Clinical Studies
C12,5,CSU - Update/correction of patient order/result information,FALSE,7.7.2,ch07.htm#Heading150,FALSE,Clinical Studies
C12,6,CSU - Update/correction of patient order/result information,FALSE,7.7.2,ch07.html#Heading186,FALSE,Clinical Studies
C12,7,CSU - Update/correction of patient order/result information,FALSE,7.7.2,ch07.html#Heading194,FALSE,Clinical Studies
C12,8,CSU - Update/correction of patient order/result information,FALSE,7.7.2,ch07.html#Heading209,FALSE,Clinical Studies
C12,9,CSU - Update/correction of patient order/result information,FALSE,7.7.2,ch07.html#Heading221,FALSE,
C12,61,CSU - Update/correction of patient order/result information,FALSE,7.7.2,ch07.html#Heading191,FALSE,Clinical Studies
