data_structure,version_id,description,interpretation,data_type_code,repeating,elementary,date,section,anchor,owl_gen,mixed_content
CE_0292,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0292,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0293,3,CE_NORM mit Tab. 0293,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0293,4,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0293,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0296,3,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0296,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0296,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0321,3,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0324,3,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0324,4,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0324,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0325,3,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0325,4,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0325,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0336,3,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0336,4,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0336,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0339,4,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0339,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0340,4,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0340,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0341,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0341,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0342,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0342,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0343,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0343,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0344,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0344,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0345,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0345,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0346,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0346,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0347,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0347,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0348,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0348,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0349,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0349,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0351,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0351,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0357,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0358,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0358,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0364,4,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0364,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0365,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0366,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0367,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0368,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0369,5,,,CE,FALSE,FALSE,2/3/01,,,FALSE,FALSE
CE_0370,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0371,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0373,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0374,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0375,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0376,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0377,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0378,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0379,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0380,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0381,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0382,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0383,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0384,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0385,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0386,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0387,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0388,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0389,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0393,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0394,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0401,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0402,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0403,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0404,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0405,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0406,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0411,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0412,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0413,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0414,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0417,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0421,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0422,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0423,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0424,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0425,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0426,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0427,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0428,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0429,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0430,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0431,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0432,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0433,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0434,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0435,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0436,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0437,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0438,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0443,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0446,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0447,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0450,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0451,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0452,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0453,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0454,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0461,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0462,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0463,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0464,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0466,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0471,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0474,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CF,2,coded element with formatted values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CF,3,coded element with formatted values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,9/7/96,2.8.4,,FALSE,FALSE
CF,4,coded element with formatted values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,7/23/03,2.8.4,ch2.html#Heading37,FALSE,FALSE
CF,5,coded element with formatted values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,1/13/02,2.9.4,ch02.htm#Heading42,FALSE,FALSE
CF,6,Coded Element with Formatted Values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,8/22/03,2.A.7,ch02A.html#Heading42,FALSE,FALSE
CF,7,Coded Element with Formatted Values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,10/26/07,2.A.7,ch02a.html#Heading36,FALSE,FALSE
CF,8,Coded Element with Formatted Values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,3/6/11,2.A.7,ch02a.html#Heading36,FALSE,FALSE
CF,9,Coded Element with Formatted Values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,3/17/14,2.A.7,ch02a.html#Heading36,FALSE,FALSE
CF,60,Coded Element with Formatted Values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,8/22/03,2.A.7,ch02A.html#Heading42,FALSE,FALSE
CF,61,Coded Element with Formatted Values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,5/8/07,2.A.1.7,ch02a.html#Heading42,FALSE,FALSE
CF,81,Coded Element with Formatted Values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,3/10/13,2.A.7,ch02a.html#Heading30,FALSE,FALSE
CF,91,Coded Element with Formatted Values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,11/2/14,2.A.7,ch02a.html#Heading36,FALSE,FALSE
CF,92,Coded Element with Formatted Values,kodierte Informationen mit formatierten Text,CF,FALSE,FALSE,7/13/15,2.A.7,ch02a.html#Heading36,FALSE,FALSE
CK,1,composite ID with check digit,,CK,FALSE,FALSE,4/7/99,,,FALSE,FALSE
CK,2,composite ID with check digit,,CK,FALSE,FALSE,4/11/99,,,FALSE,FALSE
CK,3,composite ID with check digit,,CK,FALSE,FALSE,5/27/96,2.8.5,,FALSE,FALSE
CK,4,composite ID with check digit,,CK,FALSE,FALSE,4/14/99,2.8.5,ch2.html#Heading38,FALSE,FALSE
CK,5,composite ID with check digit,,CK,FALSE,FALSE,3/25/00,2.9.5,ch02.htm#Heading43,FALSE,FALSE
CK_ACCOUNT_NO,2,Abrechnungsnummer,,CK,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CK_PAT_ID,2,CK für Patienten-IDs,,CK,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM,1,,,CM,FALSE,FALSE,4/7/99,,,FALSE,FALSE
CM_ABS_RANGE,2,absolute range,absoluter Bereich (für Untersuchungen),CM,FALSE,FALSE,12/17/95,,,FALSE,FALSE
CM_ABS_RANGE,3,absolute range,absoluter Bereich (für Untersuchungen),CM,FALSE,FALSE,2/3/01,,,FALSE,FALSE
CM_AUI,2,authorization information,Aktenzeichen der Kostenübernahme,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_AUI,3,authorization information,Aktenzeichen der Kostenübernahme,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_BATCH_TOTAL,2,CM for Batch Totals,CM für Batch Totals,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_CCD,2,charge time,Abrechnungszeitpunkt,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_CCD,3,charge time,Abrechnungszeitpunkt,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_CCP,3,channel calibration parameters,,CM,FALSE,FALSE,3/6/01,,,FALSE,FALSE
CM_CD_ELECTRODE,3,,,CM,FALSE,FALSE,3/6/01,,,FALSE,FALSE
CM_CSU,3,channel sensitivity/units,,CM,FALSE,FALSE,3/6/01,,,FALSE,FALSE
CM_DDI,2,daily deductible,Verringerung des Erstattungsbetrages nach Tagen,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_DDI,3,daily deductible,Verringerung des Erstattungsbetrages nach Tagen,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_DIN,2,activation date,Gültigkeitszeitraum,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_DIN,3,activation date,Gültigkeitszeitraum,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_DLD,2,discharge location,Entlassen nach,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_DLD,3,discharge location,Entlassen nach,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_DLT,2,delta check,,CM,FALSE,FALSE,2/3/01,,,FALSE,FALSE
CM_DLT,3,delta check,,CM,FALSE,FALSE,2/3/01,,,FALSE,FALSE
CM_DTN,2,Day Type and Number,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_DTN,3,Day Type and Number,,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_EIP,2,parent order,Verweis auf Hauptauftrag,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_EIP,3,parent order,Verweis auf Hauptauftrag,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_ELD,2,error,Fehler,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_ELD,3,error,Fehler,CM,FALSE,FALSE,2/2/01,2,,FALSE,FALSE
CM_FILLER,2,Bearbeitungsnummer der Leistungsstelle,Bearbeitungsnummer der Leistungsstelle,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_FINANCE,2,CM für Finanzen,CM für Finanzen,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_GROUP_ID,2,Auftragsgruppennummer,Auftragsgruppennummer,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_INTERNAL_LOCATION,2,CM für Ortsangaben im Krankenhaus,CM für Ortsangaben im Krankenhaus,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_JOB_CODE,2,Berufsbezeichnung,Berufsbezeichnung,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_LA1,2,Location with address information,CM für Orts- u. Adressangaben,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_LA1,3,Location with address information,CM für Orts- u. Adressangaben,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_LICENSE_NO,2,CM für Führerscheinlizenzen,CM für Führerscheinlizenzen,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_MDV,3,minimum/maximum data values,,CM,FALSE,FALSE,3/6/01,,,FALSE,FALSE
CM_MOC,2,Charge To Practise,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_MOC,3,Charge To Practise,,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_MSG,2,Message Type,Nachrichtentyp,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_MSG,3,Message Type,Nachrichtentyp,CM,FALSE,FALSE,2/21/98,,,FALSE,FALSE
CM_NDL,2,observing practitioner,Teilnehmer an Beobachtung/Untersuchung,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_NDL,3,observing practitioner,Teilnehmer an Beobachtung/Untersuchung,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_OCD,2,occurence,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_OCD,3,occurence,,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_OSD,3,order sequence,,CM,FALSE,FALSE,3/11/01,4.4,,FALSE,FALSE
CM_OSP,2,occurence span,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_OSP,3,occurence span,,CM,FALSE,FALSE,2/2/01,6.5.11.8,,FALSE,FALSE
CM_PAT_ID,2,Patient ID,CM für Patienten-Ids,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_PAT_ID_0192,2,Patient ID with table 0192,CM für Patienten-IDs mit Tab. 0192,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_PCF,2,Pre-certification required,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_PCF,3,Pre-certification required,,CM,FALSE,FALSE,2/2/01,6.4.8.20,,FALSE,FALSE
CM_PEN,2,penalty,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_PEN,3,penalty,,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_PI,3,person identifier,,CM,FALSE,FALSE,2/3/01,11,,FALSE,FALSE
CM_PIP,2,Privileges,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_PIP,3,Privileges,,CM,FALSE,FALSE,9/10/96,,,FALSE,FALSE
CM_PLACER,2,Auftragsnummer des Auftraggebers / der auftraggebenden Stelle,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_PLN,2,Practitioner ID Numbers,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_PLN,3,Practitioner ID Numbers,,CM,FALSE,FALSE,2/2/01,8,,FALSE,FALSE
CM_POSITION,2,Sitzplatz bzw. Saal / Tisch / Stuhl,Sitzplatz bzw. Saal / Tisch / Stuhl,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_PRACTITIONER,2,Maßnahme durchgeführt von,Maßnahme durchgeführt von,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_PRL,3,parent result link,,CM,FALSE,FALSE,2/3/01,,,FALSE,FALSE
CM_PTA,2,Policy Type,Art und Umfang der Versicherung,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_PTA,3,Policy Type,Art und Umfang der Versicherung,CM,FALSE,FALSE,9/10/96,,,FALSE,FALSE
CM_RANGE,2,Wertebereich,Wertebereich,CM,FALSE,FALSE,9/10/11,,,FALSE,FALSE
CM_RANGE,3,Wertebereich,Wertebereich,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_RFR,2,reference range,Referenzbereich,CM,FALSE,FALSE,12/17/95,,,FALSE,FALSE
CM_RFR,3,reference range,Referenzbereich,CM,FALSE,FALSE,12/4/02,,,FALSE,FALSE
CM_RI,2,interval,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_RI,3,interval,,CM,FALSE,FALSE,3/11/01,4.4,,FALSE,FALSE
CM_RMC,2,Room Coverage,Zimmertyp,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_RMC,3,Room Coverage,Zimmertyp,CM,FALSE,FALSE,9/10/96,,,FALSE,FALSE
CM_SPD,2,Specialty,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_SPD,3,Specialty,,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_SPS,2,specimen source,Art des Materials,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_SPS,3,specimen source,Art des Materials,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_UNDEFINED,1,undefined CM data type,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_UNDEFINED,2,undefined CM data type,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_UVC,2,Value code and amount,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_UVC,3,Value code and amount,,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_VR,2,value qualifier,,CM,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CM_VR,3,value qualifier,,CM,FALSE,FALSE,2/2/01,,,FALSE,FALSE
CM_WVI,3,channel identifier,,CM,FALSE,FALSE,3/6/01,,,FALSE,FALSE
CN,1,composite ID number and name,,CN,FALSE,FALSE,4/7/99,,,FALSE,FALSE
CN,3,Composite ID number and name (2.8.7),,CN,FALSE,FALSE,5/27/96,2.8.7,,FALSE,FALSE
CN,4,composite ID number and name,,CN,FALSE,FALSE,4/14/99,2.8.7,ch2.html#Heading45,FALSE,FALSE
CN,5,composite ID number and name,,CN,FALSE,FALSE,3/25/00,2.9.7,ch02.htm#Heading50,FALSE,FALSE
CN_PERSON,2,CN für Personen,CN für Personen,CN,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CN_PHYSICIAN,2,CN für Ärzte,CN für Ärzte,CN,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CNE,4,coded with no exceptions,,CNE,FALSE,FALSE,4/14/99,2.8.8,ch2.html#Heading55,FALSE,FALSE
CNE,5,coded with no exceptions,,CNE,FALSE,FALSE,3/25/00,2.9.8,ch02.htm#Heading61,FALSE,FALSE
CNE,6,Coded with No Exceptions,"kodierte Information (mit Codes, nicht erweiterbar)",CNE,FALSE,FALSE,8/22/03,2.A.8,ch02A.html#Heading50,FALSE,FALSE
CNE,7,Coded with No Exceptions,"kodierte Information (mit Codes, nicht erweiterbar)",CNE,FALSE,FALSE,10/26/07,2.A.8,ch02a.html#Heading44,TRUE,FALSE
CNE,8,Coded with No Exceptions,"kodierte Information (mit Codes, nicht erweiterbar)",CNE,FALSE,FALSE,3/6/11,2.A.8,ch02a.html#Heading60,FALSE,FALSE
CNE,9,Coded with No Exceptions,"kodierte Information (mit Codes, nicht erweiterbar)",CNE,FALSE,FALSE,3/17/14,2.A.8,ch02a.html#Heading60,FALSE,FALSE
CNE,60,Coded with No Exceptions,"kodierte Information (mit Codes, nicht erweiterbar)",CNE,FALSE,FALSE,8/22/03,2.A.8,ch02A.html#Heading50,FALSE,FALSE
CNE,61,Coded with No Exceptions,"kodierte Information (mit Codes, nicht erweiterbar)",CNE,FALSE,FALSE,5/8/07,2.A.1.8,ch02a.html#Heading50,FALSE,FALSE
CNE,81,Coded with No Exceptions,"kodierte Information (mit Codes, nicht erweiterbar)",CNE,FALSE,FALSE,3/10/13,2.A.8,ch02a.html#Heading53,FALSE,FALSE
CNE,91,Coded with No Exceptions,"kodierte Information (mit Codes, nicht erweiterbar)",CNE,FALSE,FALSE,11/2/14,2.A.8,ch02a.html#Heading60,FALSE,FALSE
CNE,92,Coded with No Exceptions,"kodierte Information (mit Codes, nicht erweiterbar)",CNE,FALSE,FALSE,7/13/15,2.A.8,ch02a.html#Heading60,FALSE,FALSE
CNN,5,composite ID number and name (special DT for NDL),,CN,FALSE,FALSE,2/14/03,,,FALSE,FALSE
CNN,6,Composite ID Number and Name Simplified,,CNN,FALSE,FALSE,8/22/03,2.A.9,ch02A.html#Heading61,FALSE,FALSE
CNN,7,Composite ID Number and Name Simplified,-,CNN,FALSE,FALSE,10/26/07,2.A.9,ch02a.html#Heading55,FALSE,FALSE
CNN,8,Composite ID Number and Name Simplified,,CNN,FALSE,FALSE,3/6/11,2.A.9,ch02a.html#Heading84,FALSE,FALSE
CNN,9,Composite ID Number and Name Simplified,,CNN,FALSE,FALSE,3/17/14,2.A.9,ch02a.html#Heading84,FALSE,FALSE
CNN,60,Composite ID Number and Name Simplified,,CNN,FALSE,FALSE,8/22/03,2.A.9,ch02A.html#Heading61,FALSE,FALSE
CNN,61,Composite ID Number and Name Simplified,"Person (ID-Nr und Name), vereinfachte Form",CNN,FALSE,FALSE,5/8/07,2.A.1.9,ch02a.html#Heading61,FALSE,FALSE
CNN,81,Composite ID Number and Name Simplified,,CNN,FALSE,FALSE,3/10/13,2.A.9,ch02a.html#Heading76,FALSE,FALSE
CNN,91,Composite ID Number and Name Simplified,,CNN,FALSE,FALSE,11/2/14,2.A.9,ch02a.html#Heading84,FALSE,FALSE
CNN,92,Composite ID Number and Name Simplified,,CNN,FALSE,FALSE,7/13/15,2.A.9,ch02a.html#Heading84,FALSE,FALSE
CNS,4,Composite ID number and Name simplified,,CNS,FALSE,FALSE,12/28/02,,,FALSE,FALSE
COMP_ID_DIGIT,1,COMPOSITE ID W/CHK DIGIT,,CK,FALSE,FALSE,11/25/95,,,FALSE,FALSE
COMP_ID_DIGIT,2,COMPOSITE ID W/CHK DIGIT,,CK,FALSE,FALSE,11/25/95,,,FALSE,FALSE
COMP_ID_NAME,1,COMPOSITE ID AND NAME,,CN,FALSE,FALSE,11/25/95,,,FALSE,FALSE
COMP_ID_NAME,2,COMPOSITE ID AND NAME,,CN,FALSE,FALSE,11/25/95,,,FALSE,FALSE
COMP_QUANT,1,COMPOSITE QUANTITY/UNITS,,CQ,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CP,3,Composite Price,Kosten,CP,FALSE,FALSE,5/27/96,2.8.8,,FALSE,FALSE
CP,4,composite price,Kosten,CP,FALSE,FALSE,4/14/99,2.8.9,ch2.html#Heading66,FALSE,FALSE
CP,5,composite price,Kosten,CP,FALSE,FALSE,3/25/00,2.9.9,ch02.htm#Heading73,FALSE,FALSE
CP,6,Composite Price,Kosten,CP,FALSE,FALSE,8/22/03,2.A.10,ch02A.html#Heading74,FALSE,FALSE
CP,7,Composite Price,Kosten,CP,FALSE,FALSE,10/26/07,2.A.10,ch02a.html#Heading68,FALSE,FALSE
CP,8,Composite Price,Kosten,CP,FALSE,FALSE,3/6/11,2.A.10,ch02a.html#Heading97,FALSE,FALSE
CP,9,Composite Price,Kosten,CP,FALSE,FALSE,3/17/14,2.A.10,ch02a.html#Heading97,FALSE,FALSE
CP,60,Composite Price,Kosten,CP,FALSE,FALSE,8/22/03,2.A.10,ch02A.html#Heading74,FALSE,FALSE
CP,61,Composite Price,Kosten,CP,FALSE,FALSE,5/8/07,2.A.1.10,ch02a.html#Heading74,FALSE,FALSE
CP,81,Composite Price,Kosten,CP,FALSE,FALSE,3/10/13,2.A.10,ch02a.html#Heading88,FALSE,FALSE
CP,91,Composite Price,Kosten,CP,FALSE,FALSE,11/2/14,2.A.10,ch02a.html#Heading97,FALSE,FALSE
CP,92,Composite Price,Kosten,CP,FALSE,FALSE,7/13/15,2.A.10,ch02a.html#Heading97,FALSE,FALSE
CQ,1,composite quantity with units,Menge mit Einheit,CQ,FALSE,FALSE,4/7/99,,,FALSE,FALSE
