message_structure,version_id,description,example_event,example_msg_type,action,section,anchor,owl_gen
CCR_I16,81,Collaborative Care Referral,,,,11.5.2,ch11.html#Heading52,FALSE
CCR_I16,91,,,,,11.6.2,ch11.html#Heading56,FALSE
CCR_I16,92,,,,,11.6.2,ch11.html#Heading56,FALSE
CCU_I20,8,Collaborative Care Referral,,,,11.6.6,ch11.html#Heading57,FALSE
CCU_I20,9,Collaborative Care Referral,,,,11.6.6,ch11.html#Heading60,FALSE
CCU_I20,81,Collaborative Care Referral,,,,11.5.6,ch11.html#Heading56,FALSE
CCU_I20,91,,,,,11.6.6,ch11.html#Heading60,FALSE
CCU_I20,92,,,,,11.6.6,ch11.html#Heading60,FALSE
CQU_I19,8,Collaborative Care Referral,,,,11.7.1,ch11.html#Heading59,FALSE
CQU_I19,9,Collaborative Care Referral,,,,11.7.1,ch11.html#Heading62,FALSE
CQU_I19,81,Collaborative Care Referral,,,,11.6.1,ch11.html#Heading58,FALSE
CQU_I19,91,,,,,11.7.1,ch11.html#Heading62,FALSE
CQU_I19,92,,,,,11.7.1,ch11.html#Heading62,FALSE
CRM_C01,3,,C01,CRM,,,,FALSE
CRM_C01,4,,C01,CRM,,,,FALSE
CRM_C01,5,,,,,7,,FALSE
CRM_C01,6,,,,,7.7.1,ch07.html#Heading185,FALSE
CRM_C01,7,,,,,7.7.1,ch07.html#Heading193,FALSE
CRM_C01,8,Clinical Trial Message,,,,7.7.1,ch07.html#Heading208,FALSE
CRM_C01,9,Clinical Trial Message,,,,7.7.1,ch07.html#Heading220,FALSE
CRM_C01,61,,,,,7.7.1,ch07.html#Heading190,FALSE
CRM_C01,81,Clinical Trial Message,,,,7.7.1,ch07.html#Heading209,FALSE
CRM_C01,91,,,,,7.7.1,ch07.html#Heading221,FALSE
CRM_C01,92,,,,,7.7.1,ch07.html#Heading230,FALSE
CSU_C09,3,,C09,CSU,,,,FALSE
CSU_C09,4,,C09,CSU,,,,FALSE
CSU_C09,5,,,,,7,,FALSE
CSU_C09,6,,,,,7.7.2,ch07.html#Heading186,FALSE
CSU_C09,7,,,,,7.7.2,ch07.html#Heading194,FALSE
CSU_C09,8,Clinical Trial Message,,,,7.7.2,ch07.html#Heading209,FALSE
CSU_C09,9,Clinical Trial Message,,,,7.7.2,ch07.html#Heading221,FALSE
CSU_C09,61,,,,,7.7.2,ch07.html#Heading191,FALSE
CSU_C09,81,Clinical Trial Message,,,,7.7.2,ch07.html#Heading210,FALSE
CSU_C09,91,,,,,7.7.2,ch07.html#Heading222,FALSE
CSU_C09,92,,,,,7.7.2,ch07.html#Heading231,FALSE
DBC_O41,9,,,,,4.16.4,ch04.html#Heading313,FALSE
DBC_O41,91,,,,,4.16.4,ch04.html#Heading325,FALSE
DBC_O41,92,,,,,4.16.4,ch04.html#Heading325,FALSE
DBC_O42,9,,,,,4.16.5,ch04.html#Heading314,FALSE
DBC_O42,91,,,,,4.16.5,ch04.html#Heading326,FALSE
DBC_O42,92,,,,,4.16.5,ch04.html#Heading326,FALSE
DEL_O46,9,,,,,4.16.13,ch04.html#Heading322,FALSE
DEL_O46,91,,,,,4.16.13,ch04.html#Heading334,FALSE
DEL_O46,92,,,,,4.16.13,ch04.html#Heading334,FALSE
DEO_O45,9,,,,,4.16.12,ch04.html#Heading321,FALSE
DEO_O45,91,,,,,4.16.12,ch04.html#Heading333,FALSE
DEO_O45,92,,,,,4.16.12,ch04.html#Heading333,FALSE
DER_O44,9,,,,,4.16.11,ch04.html#Heading320,FALSE
DER_O44,91,,,,,4.16.11,ch04.html#Heading332,FALSE
DER_O44,92,,,,,4.16.11,ch04.html#Heading332,FALSE
DFT_P03,0,,,,,,,FALSE
DFT_P03,3,,P03,DFT,,,,FALSE
DFT_P03,4,,P03,DFT,,,,FALSE
DFT_P03,5,,,,,6.4.3,ch06.htm#Heading8,FALSE
DFT_P03,6,,,,,6.4.3,ch06.html#Heading8,FALSE
DFT_P03,7,,,,,6.4.3,ch06.html#Heading8,FALSE
DFT_P03,8,Detail Financial Transaction,,,,6.4.3,ch06.html#Heading8,FALSE
DFT_P03,9,Detail Financial Transaction,,,,6.4.3,ch06.html#Heading8,FALSE
DFT_P03,32,,,,,,,FALSE
DFT_P03,61,,,,,6.4.3,ch06.html#Heading8,FALSE
DFT_P03,81,Detail Financial Transaction,,,,6.4.3,ch06.html#Heading8,FALSE
DFT_P03,91,,,,,6.4.3,ch06.html#Heading8,FALSE
DFT_P03,92,,,,,6.4.3,ch06.html#Heading8,FALSE
DFT_P11,5,,,,,6.4.3,ch06.htm#Heading8,FALSE
DFT_P11,6,,,,,6.4.8,ch06.html#Heading13,FALSE
DFT_P11,7,,,,,6.4.8,ch06.html#Heading13,FALSE
DFT_P11,8,Detail Financial Transaction - Expanded,,,,6.4.8,ch06.html#Heading13,FALSE
DFT_P11,9,Detail Financial Transaction - Expanded,,,,6.4.8,ch06.html#Heading13,FALSE
DFT_P11,61,,,,,6.4.8,ch06.html#Heading13,FALSE
DFT_P11,81,Detail Financial Transaction - Expanded,,,,6.4.8,ch06.html#Heading13,FALSE
DFT_P11,91,,,,,6.4.8,ch06.html#Heading13,FALSE
DFT_P11,92,,,,,6.4.8,ch06.html#Heading13,FALSE
DOC_T12,3,,T12,DOC,,,,FALSE
DOC_T12,4,,T12,DOC,,,,FALSE
DOC_T12,5,,,,,9,,FALSE
DOC_T12,6,,,,,9.8.1,ch09.html#Heading69,FALSE
DOC_T12,7,,,,,9.8.1,ch09.html#Heading69,FALSE
DOC_T12,61,,,,,9.8.1,ch09.html#Heading69,FALSE
DPR_O48,9,,,,,4.16.15,ch04.html#Heading324,FALSE
DPR_O48,91,,,,,4.16.15,ch04.html#Heading336,FALSE
DPR_O48,92,,,,,4.16.15,ch04.html#Heading336,FALSE
DRC_O47,9,,,,,4.16.14,ch04.html#Heading323,FALSE
DRC_O47,91,,,,,4.16.14,ch04.html#Heading335,FALSE
DRC_O47,92,,,,,4.16.14,ch04.html#Heading335,FALSE
DRG_O43,9,,,,,4.16.10,ch04.html#Heading319,FALSE
DRG_O43,91,,,,,4.16.10,ch04.html#Heading331,FALSE
DRG_O43,92,,,,,4.16.10,ch04.html#Heading331,FALSE
DSR_P04,5,,,,,6,,FALSE
DSR_Q01,3,,Q01,DSR,,,,FALSE
DSR_Q01,4,,Q01,DSR,,,,FALSE
DSR_Q01,5,,,,,5,,FALSE
DSR_Q03,3,,Q03,DSR,,,,FALSE
DSR_Q03,4,,Q03,DSR,,,,FALSE
DSR_Q03,5,,,,,5,,FALSE
EAC_U07,5,,,,,13,,FALSE
EAC_U07,6,,,,,13.3.7,ch13.html#Heading81,FALSE
EAC_U07,7,,,,,13.3.7,ch13.html#Heading81,FALSE
EAC_U07,8,Equipment Command Message,,,,13.3.7,ch13.html#Heading81,FALSE
EAC_U07,9,Equipment Command Message,,,,13.3.7,ch13.html#Heading81,FALSE
EAC_U07,61,,,,,13.3.7,ch13.html#Heading81,FALSE
EAC_U07,81,Equipment Command Message,,,,13.3.7,ch13.html#Heading81,FALSE
EAC_U07,91,,,,,13.3.7,ch13.html#Heading81,FALSE
EAC_U07,92,,,,,13.3.7,ch13.html#Heading81,FALSE
EAN_U09,5,,,,,13,,FALSE
EAN_U09,6,,,,,13.3.9,ch13.html#Heading83,FALSE
EAN_U09,7,,,,,13.3.9,ch13.html#Heading83,FALSE
EAN_U09,8,Equipment Status Message,,,,13.3.9,ch13.html#Heading83,FALSE
EAN_U09,9,Equipment Status Message,,,,13.3.9,ch13.html#Heading83,FALSE
EAN_U09,61,,,,,13.3.9,ch13.html#Heading83,FALSE
EAN_U09,81,Equipment Status Message,,,,13.3.9,ch13.html#Heading83,FALSE
EAN_U09,91,,,,,13.3.9,ch13.html#Heading83,FALSE
EAN_U09,92,,,,,13.3.9,ch13.html#Heading83,FALSE
EAR_U08,5,,,,,13,,FALSE
EAR_U08,6,,,,,13.3.8,ch13.html#Heading82,FALSE
EAR_U08,7,,,,,13.3.8,ch13.html#Heading82,FALSE
EAR_U08,8,Equipment Command Message,,,,13.3.8,ch13.html#Heading82,FALSE
EAR_U08,9,Equipment Command Message,,,,13.3.8,ch13.html#Heading82,FALSE
EAR_U08,61,,,,,13.3.8,ch13.html#Heading82,FALSE
EAR_U08,81,Equipment Command Message,,,,13.3.8,ch13.html#Heading82,FALSE
EAR_U08,91,,,,,13.3.8,ch13.html#Heading82,FALSE
EAR_U08,92,,,,,13.3.8,ch13.html#Heading82,FALSE
EDR_Q01,3,,Q01,EDR,,,,FALSE
EDR_Q01,4,,Q01,EDR,,,,FALSE
EDR_R07,4,,R07,EDR,,,,FALSE
EDR_R07,5,,,,,5,,FALSE
EHC_E01,7,,,,,16.3.1,ch16.html#Heading6,FALSE
EHC_E01,8,Submit HealthCare Services Invoice,,,,16.3.1,ch16.html#Heading6,FALSE
EHC_E01,9,Submit HealthCare Services Invoice,,,,16.3.1,ch16.html#Heading6,FALSE
EHC_E01,81,Submit HealthCare Services Invoice,,,,16.3.1,ch16.html#Heading6,FALSE
EHC_E01,91,,,,,16.3.1,ch16.html#Heading6,FALSE
EHC_E01,92,,,,,16.3.1,ch16.html#Heading6,FALSE
EHC_E02,7,,,,,16.3.2,ch16.html#Heading7,FALSE
EHC_E02,8,Cancel HealthCare Services Invoice,,,,16.3.2,ch16.html#Heading7,FALSE
EHC_E02,9,Cancel HealthCare Services Invoice,,,,16.3.2,ch16.html#Heading7,FALSE
EHC_E02,81,Cancel HealthCare Services Invoice,,,,16.3.2,ch16.html#Heading7,FALSE
EHC_E02,91,,,,,16.3.2,ch16.html#Heading7,FALSE
EHC_E02,92,,,,,16.3.2,ch16.html#Heading7,FALSE
EHC_E04,7,,,,,16.3.5,ch16.html#Heading10,FALSE
EHC_E04,8,Re-Assess HealthCare Services Invoice Request,,,,16.3.5,ch16.html#Heading10,FALSE
EHC_E04,9,Re-Assess HealthCare Services Invoice Request,,,,16.3.5,ch16.html#Heading10,FALSE
EHC_E04,81,Re-Assess HealthCare Services Invoice Request,,,,16.3.5,ch16.html#Heading10,FALSE
EHC_E04,91,,,,,16.3.5,ch16.html#Heading10,FALSE
EHC_E04,92,,,,,16.3.5,ch16.html#Heading10,FALSE
EHC_E10,7,,,,,16.3.6,ch16.html#Heading11,FALSE
EHC_E10,8,Edit/Adjudication Results,,,,16.3.6,ch16.html#Heading11,FALSE
EHC_E10,9,Edit/Adjudication Results,,,,16.3.6,ch16.html#Heading11,FALSE
EHC_E10,81,Edit/Adjudication Results,,,,16.3.6,ch16.html#Heading11,FALSE
EHC_E10,91,,,,,16.3.6,ch16.html#Heading11,FALSE
EHC_E10,92,,,,,16.3.6,ch16.html#Heading11,FALSE
EHC_E12,7,,,,,16.3.7,ch16.html#Heading12,FALSE
EHC_E12,8,Request Additional Information,,,,16.3.7,ch16.html#Heading12,FALSE
EHC_E12,9,Request Additional Information,,,,16.3.7,ch16.html#Heading12,FALSE
EHC_E12,81,Request Additional Information,,,,16.3.7,ch16.html#Heading12,FALSE
EHC_E12,91,,,,,16.3.7,ch16.html#Heading12,FALSE
EHC_E12,92,,,,,16.3.7,ch16.html#Heading12,FALSE
EHC_E13,7,,,,,16.3.8,ch16.html#Heading13,FALSE
EHC_E13,8,Additional Information Response,,,,16.3.8,ch16.html#Heading13,FALSE
EHC_E13,9,Additional Information Response,,,,16.3.8,ch16.html#Heading13,FALSE
EHC_E13,81,Additional Information Response,,,,16.3.8,ch16.html#Heading13,FALSE
EHC_E13,91,,,,,16.3.8,ch16.html#Heading13,FALSE
EHC_E13,92,,,,,16.3.8,ch16.html#Heading13,FALSE
EHC_E15,7,,,,,16.3.9,ch16.html#Heading14,FALSE
EHC_E15,8,Payment/Remittance Advice,,,,16.3.9,ch16.html#Heading14,FALSE
EHC_E15,9,Payment/Remittance Advice,,,,16.3.9,ch16.html#Heading14,FALSE
EHC_E15,81,Payment/Remittance Advice,,,,16.3.9,ch16.html#Heading14,FALSE
EHC_E15,91,,,,,16.3.9,ch16.html#Heading14,FALSE
EHC_E15,92,,,,,16.3.9,ch16.html#Heading14,FALSE
EHC_E20,7,,,,,16.3.10,ch16.html#Heading15,FALSE
EHC_E20,8,Submit Authorization Request,,,,16.3.10,ch16.html#Heading15,FALSE
EHC_E20,9,Submit Authorization Request,,,,16.3.10,ch16.html#Heading15,FALSE
EHC_E20,81,Submit Authorization Request,,,,16.3.10,ch16.html#Heading15,FALSE
EHC_E20,91,,,,,16.3.10,ch16.html#Heading15,FALSE
EHC_E20,92,,,,,16.3.10,ch16.html#Heading15,FALSE
EHC_E21,7,,,,,16.3.11,ch16.html#Heading16,FALSE
EHC_E21,8,Cancel Authorization Request,,,,16.3.11,ch16.html#Heading16,FALSE
EHC_E21,9,Cancel Authorization Request,,,,16.3.11,ch16.html#Heading16,FALSE
EHC_E21,81,Cancel Authorization Request,,,,16.3.11,ch16.html#Heading16,FALSE
EHC_E21,91,,,,,16.3.11,ch16.html#Heading16,FALSE
EHC_E21,92,,,,,16.3.11,ch16.html#Heading16,FALSE
EHC_E24,7,,,,,16.3.14,ch16.html#Heading19,FALSE
EHC_E24,8,Authorization Response,,,,16.3.14,ch16.html#Heading19,FALSE
EHC_E24,9,Authorization Response,,,,16.3.14,ch16.html#Heading19,FALSE
EHC_E24,81,Authorization Response,,,,16.3.14,ch16.html#Heading19,FALSE
EHC_E24,91,,,,,16.3.14,ch16.html#Heading19,FALSE
EHC_E24,92,,,,,16.3.14,ch16.html#Heading19,FALSE
EQQ_Q01,3,,Q01,EQQ,,,,FALSE
EQQ_Q04,4,,Q04,EQQ,,,,FALSE
EQQ_Q04,5,,,,,5,,FALSE
ERP_Q01,3,,Q01,ERP,,,,FALSE
ERP_Q01,4,,Q01,ERP,,,,FALSE
ERP_R09,4,,R09,ERP,,,,FALSE
ERP_R09,5,,,,,5,,FALSE
ESR_U02,5,,,,,13,,FALSE
ESR_U02,6,,,,,13.3.2,ch13.html#Heading76,FALSE
ESR_U02,7,,,,,13.3.2,ch13.html#Heading76,FALSE
ESR_U02,8,Equipment Status Message,,,,13.3.2,ch13.html#Heading76,FALSE
ESR_U02,9,Equipment Status Message,,,,13.3.2,ch13.html#Heading76,FALSE
ESR_U02,61,,,,,13.3.2,ch13.html#Heading76,FALSE
ESR_U02,81,Equipment Status Message,,,,13.3.2,ch13.html#Heading76,FALSE
ESR_U02,91,,,,,13.3.2,ch13.html#Heading76,FALSE
ESR_U02,92,,,,,13.3.2,ch13.html#Heading76,FALSE
ESU_U01,5,,,,,13,,FALSE
ESU_U01,6,,,,,13.3.1,ch13.html#Heading75,FALSE
ESU_U01,7,,,,,13.3.1,ch13.html#Heading75,FALSE
ESU_U01,8,Equipment Status Message,,,,13.3.1,ch13.html#Heading75,FALSE
ESU_U01,9,Equipment Status Message,,,,13.3.1,ch13.html#Heading75,FALSE
ESU_U01,61,,,,,13.3.1,ch13.html#Heading75,FALSE
ESU_U01,81,Equipment Status Message,,,,13.3.1,ch13.html#Heading75,FALSE
ESU_U01,91,,,,,13.3.1,ch13.html#Heading75,FALSE
ESU_U01,92,,,,,13.3.1,ch13.html#Heading75,FALSE
INR_U06,5,,,,,13,,FALSE
INR_U06,6,,,,,13.3.6,ch13.html#Heading80,FALSE
INR_U06,7,,,,,13.3.6,ch13.html#Heading80,FALSE
INR_U06,8,Inventory Request Message,,,,13.3.6,ch13.html#Heading80,FALSE
INR_U06,9,Inventory Request Message,,,,13.3.6,ch13.html#Heading80,FALSE
INR_U06,61,,,,,13.3.6,ch13.html#Heading80,FALSE
INR_U06,81,Inventory Request Message,,,,13.3.6,ch13.html#Heading80,FALSE
INR_U06,91,,,,,13.3.6,ch13.html#Heading80,FALSE
INR_U06,92,,,,,13.3.6,ch13.html#Heading80,FALSE
INU_U05,5,,,,,13,,FALSE
INU_U05,6,,,,,13.3.5,ch13.html#Heading79,FALSE
INU_U05,7,,,,,13.3.5,ch13.html#Heading79,FALSE
INU_U05,8,Inventory Update Message,,,,13.3.5,ch13.html#Heading79,FALSE
INU_U05,9,Inventory Update Message,,,,13.3.5,ch13.html#Heading79,FALSE
INU_U05,61,,,,,13.3.5,ch13.html#Heading79,FALSE
INU_U05,81,Inventory Update Message,,,,13.3.5,ch13.html#Heading79,FALSE
INU_U05,91,,,,,13.3.5,ch13.html#Heading79,FALSE
INU_U05,92,,,,,13.3.5,ch13.html#Heading79,FALSE
LSU_U12,5,,,,,13,,FALSE
LSU_U12,6,,,,,13.3.12,ch13.html#Heading86,FALSE
LSU_U12,7,,,,,13.3.12,ch13.html#Heading86,FALSE
LSU_U12,8,Equipment Log/Service Message,,,,13.3.12,ch13.html#Heading86,FALSE
LSU_U12,9,Equipment Log/Service Message,,,,13.3.12,ch13.html#Heading86,FALSE
LSU_U12,61,,,,,13.3.12,ch13.html#Heading86,FALSE
LSU_U12,81,Equipment Log/Service Message,,,,13.3.12,ch13.html#Heading86,FALSE
LSU_U12,91,,,,,13.3.12,ch13.html#Heading86,FALSE
LSU_U12,92,,,,,13.3.12,ch13.html#Heading86,FALSE
MDM_T01,3,,T01,MDM,,,,FALSE
MDM_T01,4,,T01,MDM,,,,FALSE
MDM_T01,5,,,,,9,,FALSE
MDM_T01,6,,,,,9.5.1,ch09.html#Heading29,FALSE
MDM_T01,7,,,,,9.5.1,ch09.html#Heading29,FALSE
MDM_T01,8,Document Cancel Notification,,,,9.6.1,ch09.html#Heading52,FALSE
MDM_T01,9,Document Cancel Notification,,,,9.6.1,ch09.html#Heading52,FALSE
MDM_T01,61,,,,,9.5.1,ch09.html#Heading29,FALSE
MDM_T01,81,Document Cancel Notification,,,,9.6.1,ch09.html#Heading52,FALSE
MDM_T01,91,,,,,9.6.1,ch09.html#Heading52,FALSE
MDM_T01,92,,,,,9.6.1,ch09.html#Heading52,FALSE
MDM_T02,3,,T02,MDM,,,,FALSE
MDM_T02,4,,T02,MDM,,,,FALSE
MDM_T02,5,,,,,9,,FALSE
MDM_T02,6,,,,,9.5.2,ch09.html#Heading30,FALSE
MDM_T02,7,,,,,9.5.2,ch09.html#Heading30,FALSE
MDM_T02,8,Document Replacement Notification & Content,,,,9.6.2,ch09.html#Heading53,FALSE
MDM_T02,9,Document Replacement Notification & Content,,,,9.6.2,ch09.html#Heading53,FALSE
MDM_T02,61,,,,,9.5.2,ch09.html#Heading30,FALSE
MDM_T02,81,Document Replacement Notification & Content,,,,9.6.2,ch09.html#Heading53,FALSE
MDM_T02,91,,,,,9.6.2,ch09.html#Heading53,FALSE
MDM_T02,92,,,,,9.6.2,ch09.html#Heading53,FALSE
MFD_P09,3,,P09,MFD,,,,FALSE
MFD_P09,4,,P09,MFD,,,,FALSE
MFK_M01,3,,M01,MFK,,,,FALSE
MFK_M01,4,,M01,MFK,,,,FALSE
MFK_M01,5,,,,,8,,FALSE
MFK_M01,6,,,,,8.4.1,ch08.html#Heading7,FALSE
MFK_M01,7,,,,,8.4.1,ch08.html#Heading6,FALSE
MFK_M01,8,Master File Acknowledgment,,,,8.4.2,ch08.html#Heading7,FALSE
MFK_M01,9,Master File Acknowledgment,,,,8.4.2,ch08.html#Heading7,FALSE
MFK_M01,61,,,,,8.4.1,ch08.html#Heading7,FALSE
MFK_M01,81,Master File Acknowledgment,,,,8.4.2,ch08.html#Heading7,FALSE
MFK_M01,91,,,,,8.4.2,ch08.html#Heading7,FALSE
MFK_M01,92,,,,,8.4.2,ch08.html#Heading7,FALSE
MFN_M01,3,,M01,MFN,,,,FALSE
MFN_M01,4,,M01,MFN,,,,FALSE
MFN_M01,5,,,,,8,,FALSE
MFN_M01,6,,,,,8.4.1,ch08.html#Heading7,FALSE
MFN_M01,7,,,,,8.4.1,ch08.html#Heading6,FALSE
MFN_M01,61,,,,,8.4.1,ch08.html#Heading7,FALSE
MFN_M02,3,,M02,MFN,,,,FALSE
MFN_M02,4,,M02,MFN,,,,FALSE
MFN_M02,5,,,,,8,,FALSE
MFN_M02,6,,,,,8.7.1,ch08.html#Heading61,FALSE
MFN_M02,7,,,,,8.7.1,ch08.html#Heading62,FALSE
MFN_M02,8,Master File Notification for Staff/Practitioner,,,,8.7.1,ch08.html#Heading45,FALSE
MFN_M02,9,Master File Notification for Staff/Practitioner,,,,8.7.1,ch08.html#Heading53,FALSE
MFN_M02,61,,,,,8.7.1,ch08.html#Heading61,FALSE
MFN_M02,81,Master File Notification for Staff/Practitioner,,,,8.7.1,ch08.html#Heading45,FALSE
MFN_M02,91,,,,,8.7.1,ch08.html#Heading53,FALSE
MFN_M02,92,,,,,8.7.1,ch08.html#Heading53,FALSE
MFN_M03,3,,M03,MFN,,,,FALSE
MFN_M03,4,,M03,MFN,,,,FALSE
MFN_M03,5,,,,,8,,FALSE
MFN_M03,6,,,,,8.8.2,ch08.html#Heading65,FALSE
MFN_M03,7,,,,,8.8.2,ch08.html#Heading66,FALSE
MFN_M03,61,,,,,8.8.2,ch08.html#Heading65,FALSE
MFN_M04,4,,M04,MFN,,,,FALSE
MFN_M04,5,,,,,8,,FALSE
MFN_M04,6,,,,,8.10.1,ch08.html#Heading242,FALSE
MFN_M04,7,,,,,8.10.1,ch08.html#Heading243,FALSE
MFN_M04,8,Master File Notification - Charge Description,,,,8.10.1,ch08.html#Heading214,FALSE
MFN_M04,9,Master File Notification - Charge Description,,,,8.10.1,ch08.html#Heading242,FALSE
MFN_M04,61,,,,,8.10.1,ch08.html#Heading242,FALSE
MFN_M04,81,Master File Notification - Charge Description,,,,8.10.1,ch08.html#Heading214,FALSE
MFN_M04,91,,,,,8.10.1,ch08.html#Heading246,FALSE
MFN_M04,92,,,,,8.10.1,ch08.html#Heading306,FALSE
MFN_M05,3,,M05,MFN,,,,FALSE
MFN_M05,4,,M05,MFN,,,,FALSE
MFN_M05,5,,,,,8,,FALSE
MFN_M05,6,,,,,8.9.1,ch08.html#Heading193,FALSE
MFN_M05,7,,,,,8.9.1,ch08.html#Heading194,FALSE
MFN_M05,8,Master File Notification - Patient Location,,,,8.9.1,ch08.html#Heading170,FALSE
MFN_M05,9,Master File Notification - Patient Location,,,,8.9.1,ch08.html#Heading193,FALSE
MFN_M05,61,,,,,8.9.1,ch08.html#Heading193,FALSE
MFN_M05,81,Master File Notification - Patient Location,,,,8.9.1,ch08.html#Heading170,FALSE
MFN_M05,91,,,,,8.9.1,ch08.html#Heading197,FALSE
MFN_M05,92,,,,,8.9.1,ch08.html#Heading257,FALSE
MFN_M06,3,,M06,MFN,,,,FALSE
MFN_M06,4,,M06,MFN,,,,FALSE
MFN_M06,5,,,,,8,,FALSE
MFN_M06,6,,,,,8.11.1,ch08.html#Heading280,FALSE
MFN_M06,7,,,,,8.11.1,ch08.html#Heading281,FALSE
MFN_M06,8,Master File Notification - Clinical Study with Pha,,,,8.11.1,ch08.html#Heading250,FALSE
MFN_M06,9,Master File Notification - Clinical Study with Pha,,,,8.11.1,ch08.html#Heading280,FALSE
MFN_M06,61,,,,,8.11.1,ch08.html#Heading280,FALSE
MFN_M06,81,Master File Notification - Clinical Study with Pha,,,,8.11.1,ch08.html#Heading250,FALSE
MFN_M06,91,,,,,8.11.1,ch08.html#Heading284,FALSE
MFN_M06,92,,,,,8.11.1,ch08.html#Heading344,FALSE
MFN_M07,3,,M07,MFN,,,,FALSE
MFN_M07,4,,M07,MFN,,,,FALSE
MFN_M07,5,,,,,8,,FALSE
MFN_M07,6,,,,,8.11.1,ch08.html#Heading280,FALSE
MFN_M07,7,,,,,8.11.1,ch08.html#Heading281,FALSE
MFN_M07,8,Master File Notification - Clinical Study without,,,,8.11.1,ch08.html#Heading250,FALSE
MFN_M07,9,Master File Notification - Clinical Study without,,,,8.11.1,ch08.html#Heading280,FALSE
MFN_M07,61,,,,,8.11.1,ch08.html#Heading280,FALSE
MFN_M07,81,Master File Notification - Clinical Study without,,,,8.11.1,ch08.html#Heading250,FALSE
MFN_M07,91,,,,,8.11.1,ch08.html#Heading284,FALSE
MFN_M07,92,,,,,8.11.1,ch08.html#Heading344,FALSE
MFN_M08,3,,M08,MFN,,,,FALSE
MFN_M08,4,,M08,MFN,,,,FALSE
MFN_M08,5,,,,,8,,FALSE
MFN_M08,6,,,,,8.8.3,ch08.html#Heading66,FALSE
MFN_M08,7,,,,,8.8.3,ch08.html#Heading67,FALSE
MFN_M08,8,Master File Notification - Test/Observation (Numer,,,,8.8.3,ch08.html#Heading50,FALSE
MFN_M08,9,Master File Notification - Test/Observation (Numer,,,,8.8.3,ch08.html#Heading58,FALSE
MFN_M08,61,,,,,8.8.3,ch08.html#Heading66,FALSE
MFN_M08,81,Master File Notification - Test/Observation (Numer,,,,8.8.3,ch08.html#Heading50,FALSE
MFN_M08,91,,,,,8.8.3,ch08.html#Heading58,FALSE
MFN_M08,92,,,,,8.8.3,ch08.html#Heading58,FALSE
MFN_M09,3,,M09,MFN,,,,FALSE
MFN_M09,4,,M09,MFN,,,,FALSE
MFN_M09,5,,,,,8,,FALSE
MFN_M09,6,,,,,8.8.4,ch08.html#Heading67,FALSE
MFN_M09,7,,,,,8.8.4,ch08.html#Heading68,FALSE
MFN_M09,8,Master File Notification - Test/Observation (Categ,,,,8.8.4,ch08.html#Heading51,FALSE
MFN_M09,9,Master File Notification - Test/Observation (Categ,,,,8.8.4,ch08.html#Heading59,FALSE
MFN_M09,61,,,,,8.8.4,ch08.html#Heading67,FALSE
MFN_M09,81,Master File Notification - Test/Observation (Categ,,,,8.8.4,ch08.html#Heading51,FALSE
MFN_M09,91,,,,,8.8.4,ch08.html#Heading59,FALSE
MFN_M09,92,,,,,8.8.4,ch08.html#Heading59,FALSE
MFN_M10,3,,M10,MFN,,,,FALSE
MFN_M10,4,,M10,MFN,,,,FALSE
MFN_M10,5,,,,,8,,FALSE
MFN_M10,6,,,,,8.8.5,ch08.html#Heading68,FALSE
MFN_M10,7,,,,,8.8.5,ch08.html#Heading69,FALSE
MFN_M10,8,Master File Notification - Test/Observation Batter,,,,8.8.5,ch08.html#Heading52,FALSE
MFN_M10,9,Master File Notification - Test/Observation Batter,,,,8.8.5,ch08.html#Heading60,FALSE
MFN_M10,61,,,,,8.8.5,ch08.html#Heading68,FALSE
MFN_M10,81,Master File Notification - Test/Observation Batter,,,,8.8.5,ch08.html#Heading52,FALSE
MFN_M10,91,,,,,8.8.5,ch08.html#Heading60,FALSE
MFN_M10,92,,,,,8.8.3,ch08.html#Heading58,FALSE
MFN_M11,3,,M11,MFN,,,,FALSE
MFN_M11,4,,M11,MFN,,,,FALSE
MFN_M11,5,,,,,8,,FALSE
MFN_M11,6,,,,,8.8.6,ch08.html#Heading69,FALSE
MFN_M11,7,,,,,8.8.6,ch08.html#Heading70,FALSE
MFN_M11,8,Master File Notification - Test/Calculated Observa,,,,8.8.6,ch08.html#Heading53,FALSE
MFN_M11,9,Master File Notification - Test/Calculated Observa,,,,8.8.6,ch08.html#Heading61,FALSE
MFN_M11,61,,,,,8.8.6,ch08.html#Heading69,FALSE
MFN_M11,81,Master File Notification - Test/Calculated Observa,,,,8.8.6,ch08.html#Heading53,FALSE
MFN_M11,91,,,,,8.8.6,ch08.html#Heading61,FALSE
MFN_M11,92,,,,,8.8.6,ch08.html#Heading61,FALSE
MFN_M12,5,,,,,8,,FALSE
MFN_M12,6,,,,,8.8.7,ch08.html#Heading70,FALSE
MFN_M12,7,,,,,8.8.7,ch08.html#Heading71,FALSE
MFN_M12,8,Master File Notification - Additional Basic Observ,,,,8.8.7,ch08.html#Heading54,FALSE
MFN_M12,9,Master File Notification - Additional Basic Observ,,,,8.8.7,ch08.html#Heading62,FALSE
MFN_M12,61,,,,,8.8.7,ch08.html#Heading70,FALSE
MFN_M12,81,Master File Notification - Additional Basic Observ,,,,8.8.7,ch08.html#Heading54,FALSE
